"","nameTeam","namePlayer","number of games","stat","mean","standard deviation","median","trimmed","mad","min","max","range","skew","kurtosis","se","get this number or more"
"1479","Charlotte Hornets","Cody Martin",11,"threes",0.1818,0.4045,0,0.1111,0,0,1,1,1.4301,0.0762,0.122,-0.2227
"1480","Charlotte Hornets","Cody Zeller",1,"threes",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"1481","Orlando Magic","Cole Anthony",14,"threes",0.7857,0.6993,1,0.75,0.7413,0,2,2,0.2558,-1.1276,0.1869,0.0863999999999999
"1482","Cleveland Cavaliers","Collin Sexton",8,"threes",2,0.7559,2,2,0.7413,1,3,2,0,-1.4687,0.2673,1.2441
"1483","Sacramento Kings","Cory Joseph",14,"threes",0.5714,0.7559,0,0.5,0,0,2,2,0.7694,-0.9617,0.202,-0.1845
"1484","Chicago Bulls","Cristiano Felicio",1,"threes",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"1485","Minnesota Timberwolves","D'Angelo Russell",12,"threes",3.0833,1.6214,3.5,3.1,0.7413,0,6,6,-0.2392,-0.7345,0.468,1.4619
"1486","Milwaukee Bucks","D.J. Augustin",13,"threes",1.1538,1.1435,1,1.0909,1.4826,0,3,3,0.3452,-1.487,0.3172,0.0103
"1487","Milwaukee Bucks","D.J. Wilson",7,"threes",1,1.1547,1,1,1.4826,0,3,3,0.5567,-1.3929,0.4364,-0.1547
"1488","Philadelphia 76ers","Dakota Mathias",8,"threes",1,0.9258,1,1,1.4826,0,2,2,0,-1.9792,0.3273,0.0742
"1489","Phoenix Suns","Damian Jones",5,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1490","Portland Trail Blazers","Damian Lillard",14,"threes",3.7143,2.1989,3.5,3.75,2.9652,0,7,7,-0.1464,-1.4351,0.5877,1.5154
"1491","Golden State Warriors","Damion Lee",13,"threes",1.6923,1.1094,2,1.6364,1.4826,0,4,4,0.226,-0.5406,0.3077,0.5829
"1492","Cleveland Cavaliers","Damyean Dotson",12,"threes",1.1667,0.8348,1,1.1,0,0,3,3,0.5888,-0.26,0.241,0.3319
"1493","Chicago Bulls","Daniel Gafford",12,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1494","LA Clippers","Daniel Oturu",7,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1495","Boston Celtics","Daniel Theis",12,"threes",0.5,0.6742,0,0.4,0,0,2,2,0.8158,-0.6808,0.1946,-0.1742
"1496","Atlanta Hawks","Danilo Gallinari",2,"threes",1,0,1,1,0,1,1,0,NA,NA,0,1
"1497","Philadelphia 76ers","Danny Green",14,"threes",2.4286,2.4405,2,2.0833,1.4826,0,9,9,1.2449,1.0913,0.6523,-0.0119000000000002
"1498","Cleveland Cavaliers","Dante Exum",6,"threes",0.3333,0.8165,0,0.3333,0,0,2,2,1.3608,-0.0833,0.3333,-0.4832
"1499","Houston Rockets","Danuel House Jr.",4,"threes",0.75,0.5,1,0.75,0,0,1,1,-0.75,-1.6875,0.25,0.25
"1500","Phoenix Suns","Dario Saric",7,"threes",1.4286,0.7868,2,1.4286,0,0,2,2,-0.6824,-1.2633,0.2974,0.6418
"1501","Oklahoma City Thunder","Darius Bazley",13,"threes",1.3077,1.1094,1,1.2727,1.4826,0,3,3,0.112,-1.525,0.3077,0.1983
"1502","Cleveland Cavaliers","Darius Garland",6,"threes",2.5,2.0736,3,2.5,2.2239,0,5,5,-0.2243,-1.8969,0.8466,0.4264
"1503","Oklahoma City Thunder","Darius Miller",3,"threes",0.3333,0.5774,0,0.3333,0,0,1,1,0.3849,-2.3333,0.3333,-0.2441
"1504","Houston Rockets","David Nwaba",11,"threes",0.6364,0.5045,1,0.6667,0,0,1,1,-0.4914,-1.9079,0.1521,0.1319
"1505","Washington Wizards","Davis Bertans",11,"threes",2.8182,1.8878,3,2.7778,1.4826,0,6,6,-0.1689,-1.2259,0.5692,0.9304
"1506","Sacramento Kings","De'Aaron Fox",14,"threes",1.4286,1.5046,1,1.25,1.4826,0,5,5,0.8192,-0.2662,0.4021,-0.0759999999999998
"1507","Atlanta Hawks","De'Andre Hunter",13,"threes",1.8462,1.0682,2,1.9091,1.4826,0,3,3,-0.1031,-1.6385,0.2963,0.778
"1508","Memphis Grizzlies","De'Anthony Melton",7,"threes",0.8571,0.6901,1,0.8571,0,0,2,2,0.1065,-1.2441,0.2608,0.167
"1509","Brooklyn Nets","DeAndre Jordan",14,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1510","Toronto Raptors","DeAndre' Bembry",6,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1511","San Antonio Spurs","DeMar DeRozan",12,"threes",0.75,1.2154,0,0.6,0,0,3,3,0.9921,-0.8527,0.3509,-0.4654
"1512","Houston Rockets","DeMarcus Cousins",9,"threes",0.8889,0.928,1,0.8889,1.4826,0,2,2,0.182,-1.9406,0.3093,-0.0391
"1513","Cleveland Cavaliers","Dean Wade",12,"threes",0.5833,0.793,0,0.5,0,0,2,2,0.7544,-1.1122,0.2289,-0.2097
"1514","Phoenix Suns","Deandre Ayton",12,"threes",0.0833,0.2887,0,0,0,0,1,1,2.6462,5.4792,0.0833,-0.2054
"1515","Detroit Pistons","Deividas Sirvydis",2,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1516","San Antonio Spurs","Dejounte Murray",14,"threes",1.0714,0.9972,1,1,1.4826,0,3,3,0.3043,-1.3103,0.2665,0.0741999999999999
"1517","Detroit Pistons","Delon Wright",13,"threes",0.6923,0.7511,1,0.6364,1.4826,0,2,2,0.477,-1.2422,0.2083,-0.0588
"1518","Washington Wizards","Deni Avdija",11,"threes",1.4545,1.6348,1,1.2222,1.4826,0,5,5,0.8222,-0.6133,0.4929,-0.1803
"1519","Los Angeles Lakers","Dennis Schroder",15,"threes",1.2,0.9411,1,1.1538,0,0,3,3,0.595,-0.6165,0.243,0.2589
"1520","New York Knicks","Dennis Smith Jr.",3,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1521","Chicago Bulls","Denzel Valentine",10,"threes",1.6,1.075,2,1.625,1.4826,0,3,3,-0.2318,-1.4159,0.3399,0.525
"1522","Utah Jazz","Derrick Favors",14,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1523","Portland Trail Blazers","Derrick Jones Jr.",14,"threes",0.6429,0.8419,0.5,0.5,0.7413,0,3,3,1.3778,1.573,0.225,-0.199
"1524","Detroit Pistons","Derrick Rose",10,"threes",1,0.9428,1,0.875,0.7413,0,3,3,0.7159,-0.4688,0.2981,0.0572
"1525","San Antonio Spurs","Derrick White",1,"threes",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"1526","Memphis Grizzlies","Desmond Bane",13,"threes",1.7692,0.9268,2,1.8182,0,0,3,3,-0.7444,-0.4397,0.2571,0.8424
"1527","Phoenix Suns","Devin Booker",12,"threes",2.0833,1.2401,2,1.9,1.4826,1,5,4,0.9073,-0.1328,0.358,0.8432
"1528","San Antonio Spurs","Devin Vassell",13,"threes",0.8462,0.9871,1,0.7273,1.4826,0,3,3,0.7553,-0.7196,0.2738,-0.1409
"1529","Chicago Bulls","Devon Dotson",1,"threes",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"1530","Charlotte Hornets","Devonte' Graham",14,"threes",2.5714,1.3425,2,2.5,1.4826,1,5,4,0.5676,-0.9621,0.3588,1.2289
"1531","Memphis Grizzlies","Dillon Brooks",13,"threes",1.9231,1.2558,2,1.8182,1.4826,0,5,5,0.8302,0.3688,0.3483,0.6673
"1532","Indiana Pacers","Domantas Sabonis",13,"threes",0.6923,0.8549,0,0.6364,0,0,2,2,0.5508,-1.5008,0.2371,-0.1626
"1533","Utah Jazz","Donovan Mitchell",14,"threes",3.3571,1.5495,3.5,3.4167,1.4826,0,6,6,-0.3279,-0.5062,0.4141,1.8076
"1534","Milwaukee Bucks","Donte DiVincenzo",14,"threes",2.1429,1.2924,2,2.0833,1.4826,0,5,5,0.3525,-0.5103,0.3454,0.8505
"1535","Dallas Mavericks","Dorian Finney-Smith",8,"threes",1.75,1.165,2,1.75,0.7413,0,4,4,0.4151,-0.5801,0.4119,0.585
"1536","Indiana Pacers","Doug McDermott",13,"threes",1.9231,1.4979,2,1.8182,1.4826,0,5,5,0.2568,-0.8988,0.4154,0.4252
"1537","Golden State Warriors","Draymond Green",9,"threes",0.4444,0.7265,0,0.4444,0,0,2,2,1.0375,-0.495,0.2422,-0.2821
"1538","San Antonio Spurs","Drew Eubanks",3,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1539","Miami Heat","Duncan Robinson",12,"threes",3.8333,2.0375,4,3.8,2.9652,1,7,6,-0.0306,-1.548,0.5882,1.7958
"1540","Orlando Magic","Dwayne Bacon",14,"threes",0.5714,0.8516,0,0.5,0,0,2,2,0.8355,-1.1639,0.2276,-0.2802
"1541","Philadelphia 76ers","Dwight Howard",14,"threes",0.2143,0.4258,0,0.1667,0,0,1,1,1.2461,-0.4655,0.1138,-0.2115
"1542","Dallas Mavericks","Dwight Powell",9,"threes",0.1111,0.3333,0,0.1111,0,0,1,1,2.0741,2.6296,0.1111,-0.2222
"1543","Cleveland Cavaliers","Dylan Windler",1,"threes",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"1544","Phoenix Suns","E'Twaun Moore",2,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1545","Minnesota Timberwolves","Ed Davis",9,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1546","Indiana Pacers","Edmond Sumner",6,"threes",0.5,0.5477,0.5,0.5,0.7413,0,1,1,0,-2.3056,0.2236,-0.0477
"1547","New York Knicks","Elfrid Payton",15,"threes",0.6,0.9103,0,0.4615,0,0,3,3,1.3153,0.718,0.235,-0.3103
"1548","Utah Jazz","Elijah Hughes",6,"threes",0.5,0.8367,0,0.5,0,0,2,2,0.8537,-1.1718,0.3416,-0.3367
"1549","Portland Trail Blazers","Enes Kanter",14,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1550","New Orleans Pelicans","Eric Bledsoe",12,"threes",1.9167,1.2401,2,1.9,1.4826,0,4,4,0.4036,-1.0489,0.358,0.6766
"1551","Houston Rockets","Eric Gordon",8,"threes",2.375,1.3025,3,2.375,0.7413,0,4,4,-0.6099,-1.1326,0.4605,1.0725
"1552","Golden State Warriors","Eric Paschall",12,"threes",0.6667,0.7785,0.5,0.6,0.7413,0,2,2,0.5495,-1.2858,0.2247,-0.1118
"1553","Orlando Magic","Evan Fournier",5,"threes",1.6,1.1402,2,1.6,1.4826,0,3,3,-0.1943,-1.7484,0.5099,0.4598
"1554","Denver Nuggets","Facundo Campazzo",13,"threes",1,1.354,1,0.7273,1.4826,0,5,5,1.8593,2.9962,0.3755,-0.354
"1555","Detroit Pistons","Frank Jackson",3,"threes",0.6667,0.5774,1,0.6667,0,0,1,1,-0.3849,-2.3333,0.3333,0.0892999999999999
"1556","Phoenix Suns","Frank Kaminsky",6,"threes",0.5,0.8367,0,0.5,0,0,2,2,0.8537,-1.1718,0.3416,-0.3367
"1557","New York Knicks","Frank Ntilikina",4,"threes",1.25,1.893,0.5,1.25,0.7413,0,4,4,0.6219,-1.7913,0.9465,-0.643
"1558","Toronto Raptors","Fred VanVleet",13,"threes",3.3846,1.5566,3,3.3636,1.4826,1,6,5,0.1368,-1.4988,0.4317,1.828
"1559","Philadelphia 76ers","Furkan Korkmaz",3,"threes",1.3333,1.5275,1,1.3333,1.4826,0,3,3,0.2078,-2.3333,0.8819,-0.1942
"1560","Miami Heat","Gabe Vincent",5,"threes",2.2,1.7889,2,2.2,2.9652,0,4,4,-0.0252,-2.0919,0.8,0.4111
"1561","Chicago Bulls","Garrett Temple",13,"threes",1.9231,1.1875,2,1.9091,1.4826,0,4,4,-0.1419,-1.0101,0.3294,0.7356
"1562","Washington Wizards","Garrison Mathews",5,"threes",1.6,1.8166,1,1.6,1.4826,0,4,4,0.2722,-2.077,0.8124,-0.2166
"1563","Orlando Magic","Gary Clark",11,"threes",0.6364,0.9244,0,0.5556,0,0,2,2,0.6734,-1.5635,0.2787,-0.288
"1564","Denver Nuggets","Gary Harris",12,"threes",1.3333,1.557,1,1.1,1.4826,0,5,5,0.9469,-0.0947,0.4495,-0.2237
"1565","Portland Trail Blazers","Gary Trent Jr.",12,"threes",2.25,2.0057,2,2,1.4826,0,7,7,0.9257,0.0215,0.579,0.2443
"1566","Oklahoma City Thunder","George Hill",12,"threes",1.4167,1.4434,1.5,1.3,2.2239,0,4,4,0.3183,-1.5096,0.4167,-0.0266999999999999
"1567","Utah Jazz","Georges Niang",14,"threes",0.7857,0.975,0,0.75,0,0,2,2,0.3917,-1.8994,0.2606,-0.1893
"1568","Milwaukee Bucks","Giannis Antetokounmpo",13,"threes",1.5385,0.8771,2,1.5455,0,0,3,3,-0.4493,-0.8762,0.2433,0.6614
"1569","Sacramento Kings","Glenn Robinson III",11,"threes",0.9091,0.5394,1,0.8889,0,0,2,2,-0.1149,-0.0106,0.1626,0.3697
"1570","Indiana Pacers","Goga Bitadze",1,"threes",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"1571","Miami Heat","Goran Dragic",10,"threes",1.5,2.273,1,1,1.4826,0,7,7,1.4305,0.651,0.7188,-0.773
"1572","Charlotte Hornets","Gordon Hayward",13,"threes",2.0769,1.3205,2,2.0909,1.4826,0,4,4,0.2728,-1.3365,0.3662,0.7564
"1573","Memphis Grizzlies","Gorgui Dieng",10,"threes",1.1,0.5676,1,1.125,0,0,2,2,0.0656,-0.3254,0.1795,0.5324
"1574","Boston Celtics","Grant Williams",10,"threes",0.7,0.9487,0.5,0.5,0.7413,0,3,3,1.2368,0.607,0.3,-0.2487
"1575","Memphis Grizzlies","Grayson Allen",12,"threes",1.5,1,1.5,1.5,0.7413,0,3,3,0,-1.2708,0.2887,0.5
"1576","Oklahoma City Thunder","Hamidou Diallo",13,"threes",0.3846,0.5064,0,0.3636,0,0,1,1,0.4207,-1.9562,0.1404,-0.1218
"1577","Sacramento Kings","Harrison Barnes",14,"threes",1.4286,1.0894,2,1.4167,1.4826,0,3,3,-0.1624,-1.5008,0.2912,0.3392
"1578","Portland Trail Blazers","Harry Giles III",10,"threes",0.2,0.4216,0,0.125,0,0,1,1,1.2807,-0.3675,0.1333,-0.2216
"1579","Sacramento Kings","Hassan Whiteside",9,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1580","New York Knicks","Ignas Brazdeikis",4,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1581","New York Knicks","Immanuel Quickley",11,"threes",1.1818,1.1677,1,1.1111,1.4826,0,3,3,0.3708,-1.506,0.3521,0.0141
"1582","Washington Wizards","Isaac Bonga",8,"threes",0.75,0.8864,0.5,0.75,0.7413,0,2,2,0.4038,-1.7535,0.3134,-0.1364
"1583","Cleveland Cavaliers","Isaac Okoro",8,"threes",0.875,0.8345,1,0.875,1.4826,0,2,2,0.1815,-1.7209,0.295,0.0405
"1584","Denver Nuggets","Isaiah Hartenstein",12,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1585","Philadelphia 76ers","Isaiah Joe",9,"threes",1.8889,1.9003,2,1.8889,2.9652,0,4,4,0.0428,-2.0454,0.6334,-0.0114000000000001
"1586","Oklahoma City Thunder","Isaiah Roby",10,"threes",0.7,0.6749,1,0.625,0.7413,0,2,2,0.3122,-1.1415,0.2134,0.0250999999999999
"1587","Detroit Pistons","Isaiah Stewart",11,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1588","Washington Wizards","Ish Smith",11,"threes",0.3636,0.5045,0,0.3333,0,0,1,1,0.4914,-1.9079,0.1521,-0.1409
"1589","LA Clippers","Ivica Zubac",14,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1590","New Orleans Pelicans","JJ Redick",13,"threes",1.6923,1.8432,1,1.4545,1.4826,0,6,6,0.9337,-0.2525,0.5112,-0.1509
"1591","Memphis Grizzlies","Ja Morant",5,"threes",0.8,0.8367,1,0.8,1.4826,0,2,2,0.2459,-1.818,0.3742,-0.0367
"1592","Indiana Pacers","JaKarr Sampson",7,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1593","Denver Nuggets","JaMychal Green",10,"threes",2.2,0.6325,2,2.25,0,1,3,2,-0.0949,-0.93,0.2,1.5675
"1594","Cleveland Cavaliers","JaVale McGee",13,"threes",0.3077,0.4804,0,0.2727,0,0,1,1,0.7391,-1.5562,0.1332,-0.1727
"1595","Minnesota Timberwolves","Jaden McDaniels",6,"threes",0.8333,0.7528,1,0.8333,0.7413,0,2,2,0.1736,-1.5366,0.3073,0.0805
"1596","Phoenix Suns","Jae Crowder",12,"threes",2.1667,1.9924,2,2,2.2239,0,6,6,0.5491,-1.0858,0.5752,0.1743
"1597","Houston Rockets","Jae'Sean Tate",12,"threes",0.5833,0.9003,0,0.4,0,0,3,3,1.486,1.4439,0.2599,-0.317
"1598","Detroit Pistons","Jahlil Okafor",8,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1599","Sacramento Kings","Jahmi'us Ramsey",4,"threes",0.25,0.5,0,0.25,0,0,1,1,0.75,-1.6875,0.25,-0.25
"1600","Minnesota Timberwolves","Jake Layman",9,"threes",0.2222,0.441,0,0.2222,0,0,1,1,1.1199,-0.7989,0.147,-0.2188
"1601","San Antonio Spurs","Jakob Poeltl",14,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1602","Dallas Mavericks","Jalen Brunson",9,"threes",1.1111,1.2693,1,1.1111,1.4826,0,3,3,0.4722,-1.6225,0.4231,-0.1582
"1603","Toronto Raptors","Jalen Harris",1,"threes",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"1604","Indiana Pacers","Jalen Lecque",3,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1605","Charlotte Hornets","Jalen McDaniels",9,"threes",0.2222,0.441,0,0.2222,0,0,1,1,1.1199,-0.7989,0.147,-0.2188
"1606","Phoenix Suns","Jalen Smith",2,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1607","Denver Nuggets","Jamal Murray",13,"threes",2.2308,1.5359,2,2.2727,1.4826,0,4,4,-0.101,-1.6687,0.426,0.6949
"1608","Orlando Magic","James Ennis III",7,"threes",0.2857,0.488,0,0.2857,0,0,1,1,0.7528,-1.6041,0.1844,-0.2023
"1609","Houston Rockets","James Harden",10,"threes",3.1,1.5951,3,3,1.4826,1,6,5,0.2986,-1.0727,0.5044,1.5049
"1610","Brooklyn Nets","James Harden",10,"threes",3.1,1.5951,3,3,1.4826,1,6,5,0.2986,-1.0727,0.5044,1.5049
"1611","Dallas Mavericks","James Johnson",13,"threes",0.8462,0.8006,1,0.8182,1.4826,0,2,2,0.2395,-1.5242,0.2221,0.0456
"1612","Golden State Warriors","James Wiseman",13,"threes",0.4615,0.8771,0,0.2727,0,0,3,3,1.8175,2.4838,0.2433,-0.4156
"1613","Los Angeles Lakers","Jared Dudley",6,"threes",0.1667,0.4082,0,0.1667,0,0,1,1,1.3608,-0.0833,0.1667,-0.2415
"1614","New York Knicks","Jared Harper",2,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1615","Minnesota Timberwolves","Jarred Vanderbilt",10,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1616","Utah Jazz","Jarrell Brantley",2,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1617","Brooklyn Nets","Jarrett Allen",12,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1618","Minnesota Timberwolves","Jarrett Culver",12,"threes",0.4167,0.9003,0,0.2,0,0,3,3,1.9395,2.7121,0.2599,-0.4836
"1619","Boston Celtics","Javonte Green",5,"threes",0.2,0.4472,0,0.2,0,0,1,1,1.0733,-0.92,0.2,-0.2472
"1620","New Orleans Pelicans","Jaxson Hayes",13,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1621","Milwaukee Bucks","Jaylen Adams",1,"threes",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"1622","Boston Celtics","Jaylen Brown",12,"threes",2.4167,2.0652,2.5,2.2,2.2239,0,7,7,0.7331,-0.4044,0.5962,0.3515
"1623","Minnesota Timberwolves","Jaylen Nowell",1,"threes",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"1624","Boston Celtics","Jayson Tatum",10,"threes",3.5,1.5092,3,3.5,1.4826,1,6,5,0.0873,-1.1954,0.4773,1.9908
"1625","Brooklyn Nets","Jeff Green",15,"threes",1.2667,1.3345,1,1.1538,1.4826,0,4,4,0.5545,-1.1041,0.3446,-0.0678000000000001
"1626","Boston Celtics","Jeff Teague",10,"threes",0.9,1.3703,0,0.625,0,0,4,4,1.0913,-0.1862,0.4333,-0.4703
"1627","Detroit Pistons","Jerami Grant",13,"threes",2.6923,0.8549,3,2.7273,1.4826,1,4,3,-0.188,-0.836,0.2371,1.8374
"1628","Washington Wizards","Jerome Robinson",6,"threes",0.6667,1.0328,0,0.6667,0,0,2,2,0.5379,-1.9583,0.4216,-0.3661
"1629","Phoenix Suns","Jevon Carter",12,"threes",0.6667,0.8876,0,0.6,0,0,2,2,0.609,-1.5382,0.2562,-0.2209
"1630","Miami Heat","Jimmy Butler",6,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1631","Brooklyn Nets","Joe Harris",15,"threes",3.1333,1.5523,3,3.0769,1.4826,1,6,5,0.6501,-0.9452,0.4008,1.581
"1632","Utah Jazz","Joe Ingles",10,"threes",2.1,1.5239,2,2,1.4826,0,5,5,0.529,-0.9925,0.4819,0.5761
"1633","Philadelphia 76ers","Joel Embiid",11,"threes",1.1818,0.8739,1,1.1111,0,0,3,3,0.5134,-0.5474,0.2635,0.3079
"1634","Atlanta Hawks","John Collins",13,"threes",1.0769,1.1875,1,0.9091,1.4826,0,4,4,0.9686,0.1681,0.3294,-0.1106
"1635","Memphis Grizzlies","John Konchar",6,"threes",0.5,0.5477,0.5,0.5,0.7413,0,1,1,0,-2.3056,0.2236,-0.0477
"1636","Houston Rockets","John Wall",7,"threes",1.4286,1.1339,2,1.4286,1.4826,0,3,3,-0.144,-1.7226,0.4286,0.2947
"1637","Memphis Grizzlies","Jonas Valanciunas",12,"threes",0.3333,0.4924,0,0.3,0,0,1,1,0.6206,-1.7396,0.1421,-0.1591
"1638","Orlando Magic","Jordan Bone",9,"threes",0.6667,0.7071,1,0.6667,1.4826,0,2,2,0.419,-1.2222,0.2357,-0.0404
"1639","Utah Jazz","Jordan Clarkson",14,"threes",3.0714,1.1411,3,3,1.4826,2,5,3,0.4503,-1.4075,0.305,1.9303
"1640","Minnesota Timberwolves","Jordan McLaughlin",5,"threes",0.4,0.8944,0,0.4,0,0,2,2,1.0733,-0.92,0.4,-0.4944
"1641","Milwaukee Bucks","Jordan Nwora",8,"threes",0.875,1.126,0.5,0.875,0.7413,0,3,3,0.7306,-1.1074,0.3981,-0.251
"1642","Golden State Warriors","Jordan Poole",8,"threes",0.625,0.9161,0,0.625,0,0,2,2,0.6554,-1.5925,0.3239,-0.2911
"1643","Dallas Mavericks","Josh Green",11,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1644","Oklahoma City Thunder","Josh Hall",5,"threes",0.2,0.4472,0,0.2,0,0,1,1,1.0733,-0.92,0.2,-0.2472
"1645","New Orleans Pelicans","Josh Hart",13,"threes",1.3077,1.2506,1,1.1818,1.4826,0,4,4,0.6408,-0.6995,0.3469,0.0571000000000002
"1646","Detroit Pistons","Josh Jackson",11,"threes",1.4545,1.1282,2,1.4444,1.4826,0,3,3,-0.0879,-1.5814,0.3402,0.3263
"1647","Minnesota Timberwolves","Josh Okogie",6,"threes",0.1667,0.4082,0,0.1667,0,0,1,1,1.3608,-0.0833,0.1667,-0.2415
"1648","Dallas Mavericks","Josh Richardson",8,"threes",2,1.1952,2,2,0.7413,0,4,4,0,-0.9175,0.4226,0.8048
"1649","Milwaukee Bucks","Jrue Holiday",14,"threes",1.7143,1.7728,1.5,1.5,2.2239,0,6,6,0.7865,-0.1652,0.4738,-0.0585
"1650","Golden State Warriors","Juan Toscano-Anderson",6,"threes",0.3333,0.5164,0,0.3333,0,0,1,1,0.5379,-1.9583,0.2108,-0.1831
"1651","Minnesota Timberwolves","Juancho Hernangomez",11,"threes",1.0909,1.446,1,0.7778,1.4826,0,5,5,1.6624,1.9876,0.436,-0.3551
"1652","New York Knicks","Julius Randle",15,"threes",1.4667,1.2459,2,1.3846,1.4826,0,4,4,0.174,-1.0506,0.3217,0.2208
"1653","Indiana Pacers","Justin Holiday",13,"threes",1.9231,1.2558,2,1.9091,1.4826,0,4,4,-0.1021,-1.3444,0.3483,0.6673
"1654","Oklahoma City Thunder","Justin Jackson",5,"threes",0.6,0.8944,0,0.6,0,0,2,2,0.6037,-1.67,0.4,-0.2944
"1655","Sacramento Kings","Justin James",5,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1656","Portland Trail Blazers","Jusuf Nurkic",12,"threes",0.25,0.4523,0,0.2,0,0,1,1,1.0134,-1.0394,0.1306,-0.2023
"1657","Utah Jazz","Juwan Morgan",3,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1658","Miami Heat","KZ Okpala",6,"threes",0.6667,1.633,0,0.6667,0,0,4,4,1.3608,-0.0833,0.6667,-0.9663
"1659","Orlando Magic","Karim Mane",6,"threes",0.1667,0.4082,0,0.1667,0,0,1,1,1.3608,-0.0833,0.1667,-0.2415
"1660","Minnesota Timberwolves","Karl-Anthony Towns",4,"threes",1.5,0.5774,1.5,1.5,0.7413,1,2,1,0,-2.4375,0.2887,0.9226
"1661","LA Clippers","Kawhi Leonard",12,"threes",1.9167,1.8809,1.5,1.6,0.7413,0,7,7,1.4619,1.6624,0.543,0.0358000000000001
"1662","San Antonio Spurs","Keita Bates-Diop",2,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1663","Indiana Pacers","Kelan Martin",6,"threes",0.1667,0.4082,0,0.1667,0,0,1,1,1.3608,-0.0833,0.1667,-0.2415
"1664","San Antonio Spurs","Keldon Johnson",14,"threes",1.2143,1.3114,1,1,1.4826,0,5,5,1.5357,2.1984,0.3505,-0.0971
"1665","Portland Trail Blazers","Keljin Blevins",5,"threes",0,0,0,0,0,0,0,0,NA,NA,0,0
"1666","Miami Heat","Kelly Olynyk",11,"threes",2.2727,1.4206,2,2.1111,1.4826,1,5,4,0.5157,-1.2548,0.4283,0.8521
"1667","Golden State Warriors","Kelly Oubre Jr.",13,"threes",1.1538,1.4051,1,1,1.4826,0,4,4,0.7491,-1.0266,0.3897,-0.2513
"1668","Boston Celtics","Kemba Walker",1,"threes",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"1669","Miami Heat","Kendrick Nunn",7,"threes",0.5714,0.7868,0,0.5714,0,0,2,2,0.6824,-1.2633,0.2974,-0.2154
"1670","Oklahoma City Thunder","Kenrich Williams",13,"threes",0.3077,0.4804,0,0.2727,0,0,1,1,0.7391,-1.5562,0.1332,-0.1727
"1671","Golden State Warriors","Kent Bazemore",11,"threes",0.8182,0.603,1,0.7778,0,0,2,2,0.0206,-0.7293,0.1818,0.2152
"1672","Los Angeles Lakers","Kentavious Caldwell-Pope",11,"threes",2,1.4142,2,2,1.4826,0,4,4,0.3857,-1.4545,0.4264,0.5858
"1673","Houston Rockets","Kenyon Martin Jr.",5,"threes",0.2,0.4472,0,0.2,0,0,1,1,1.0733,-0.92,0.2,-0.2472
"1674","Brooklyn Nets","Kevin Durant",11,"threes",2.8182,1.328,2,2.7778,1.4826,1,5,4,0.5312,-1.2334,0.4004,1.4902
"1675","Atlanta Hawks","Kevin Huerter",13,"threes",2.0769,1.4412,2,2,1.4826,0,5,5,0.4945,-0.9636,0.3997,0.6357
