"","nameTeam","namePlayer","number of games","stat","mean","standard deviation","median","trimmed","mad","min","max","range","skew","kurtosis","se","get this number or more"
"467","Toronto Raptors","Yuta Watanabe",8,"points",1.75,1.488,2.5,1.75,0.7413,0,3,3,-0.313,-2.0336,0.5261,0.262
"468","Chicago Bulls","Zach LaVine",14,"points",27.3571,10.3968,27.5,27.3333,12.6021,10,45,35,0.0106,-1.3948,2.7787,16.9603
"469","Denver Nuggets","Zeke Nnaji",6,"points",0.3333,0.8165,0,0.3333,0,0,2,2,1.3608,-0.0833,0.3333,-0.4832
"470","New Orleans Pelicans","Zion Williamson",12,"points",23.4167,6.7212,22.5,23.7,8.1543,12,32,20,-0.115,-1.438,1.9402,16.6955
"471","Orlando Magic","Aaron Gordon",13,"assists",3.5385,2.9045,3,3.3636,2.9652,0,9,9,0.4629,-1.1254,0.8056,0.634
"472","Indiana Pacers","Aaron Holiday",13,"assists",2.4615,2.9893,2,1.8182,1.4826,0,12,12,2.4197,5.0277,0.8291,-0.5278
"473","Boston Celtics","Aaron Nesmith",5,"assists",0.6,0.8944,0,0.6,0,0,2,2,0.6037,-1.67,0.4,-0.2944
"474","Phoenix Suns","Abdel Nader",1,"assists",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"475","Chicago Bulls","Adam Mokoka",6,"assists",0.6667,0.8165,0.5,0.6667,0.7413,0,2,2,0.4763,-1.5833,0.3333,-0.1498
"476","Oklahoma City Thunder","Al Horford",9,"assists",2.4444,1.424,3,2.4444,1.4826,0,4,4,-0.4779,-1.4732,0.4747,1.0204
"477","New York Knicks","Alec Burks",3,"assists",3.6667,1.1547,3,3.6667,0,3,5,2,0.3849,-2.3333,0.6667,2.512
"478","Oklahoma City Thunder","Aleksej Pokusevski",11,"assists",1.1818,1.4013,1,1,1.4826,0,4,4,0.7012,-1.004,0.4225,-0.2195
"479","Los Angeles Lakers","Alex Caruso",10,"assists",2.4,1.4298,2.5,2.5,2.2239,0,4,4,-0.2299,-1.5446,0.4522,0.9702
"480","Toronto Raptors","Alex Len",7,"assists",0.4286,0.7868,0,0.4286,0,0,2,2,1.0774,-0.6242,0.2974,-0.3582
"481","Los Angeles Lakers","Alfonzo McKinnie",9,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"482","LA Clippers","Amir Coffey",10,"assists",0.4,0.6992,0,0.25,0,0,2,2,1.1936,-0.0746,0.2211,-0.2992
"483","Cleveland Cavaliers","Andre Drummond",12,"assists",2.9167,1.379,3,3,1.4826,0,5,5,-0.6281,-0.4754,0.3981,1.5377
"484","Miami Heat","Andre Iguodala",11,"assists",2.4545,2.6595,2,2.1111,1.4826,0,8,8,1.09,-0.3489,0.8019,-0.205
"485","Golden State Warriors","Andrew Wiggins",13,"assists",2.3846,1.5021,3,2.3636,1.4826,0,5,5,0.0685,-1.3677,0.4166,0.8825
"486","Portland Trail Blazers","Anfernee Simons",11,"assists",0.5455,0.5222,1,0.5556,0,0,1,1,-0.1583,-2.146,0.1575,0.0233
"487","Los Angeles Lakers","Anthony Davis",13,"assists",3.3846,1.9381,3,3.2727,2.9652,1,7,6,0.1928,-1.3502,0.5375,1.4465
"488","Minnesota Timberwolves","Anthony Edwards",12,"assists",1.9167,1.379,1.5,1.9,0.7413,0,4,4,0.516,-1.3051,0.3981,0.5377
"489","Washington Wizards","Anthony Gill",4,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"490","Washington Wizards","Anzejs Pasecniks",1,"assists",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"491","Toronto Raptors","Aron Baynes",10,"assists",0.4,0.5164,0,0.375,0,0,1,1,0.3486,-2.055,0.1633,-0.1164
"492","New York Knicks","Austin Rivers",11,"assists",2.4545,1.7529,2,2.2222,1.4826,1,6,5,0.8788,-0.8454,0.5285,0.7016
"493","Miami Heat","Avery Bradley",7,"assists",1.7143,1.6036,1,1.7143,0,0,4,4,0.6024,-1.6115,0.6061,0.1107
"494","Miami Heat","Bam Adebayo",10,"assists",5.1,2.846,4,4.875,2.2239,2,10,8,0.7423,-0.9513,0.9,2.254
"495","Houston Rockets","Ben McLemore",6,"assists",1.6667,1.2111,1,1.6667,0,1,4,3,1.0843,-0.6412,0.4944,0.4556
"496","Philadelphia 76ers","Ben Simmons",12,"assists",8,3.3029,7.5,8.2,3.7065,2,12,10,-0.1804,-1.2942,0.9535,4.6971
"497","Charlotte Hornets","Bismack Biyombo",14,"assists",1.7857,1.7619,1,1.6667,1.4826,0,5,5,0.5365,-1.3615,0.4709,0.0238
"498","Detroit Pistons","Blake Griffin",10,"assists",4.3,2.0028,4.5,4.25,1.4826,1,8,7,0.0777,-0.8499,0.6333,2.2972
"499","Dallas Mavericks","Boban Marjanovic",10,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"500","Milwaukee Bucks","Bobby Portis",14,"assists",1.0714,1.2688,1,0.9167,1.4826,0,4,4,0.927,-0.3326,0.3391,-0.1974
"501","Atlanta Hawks","Bogdan Bogdanovic",9,"assists",2.1111,1.453,2,2.1111,1.4826,0,5,5,0.4839,-0.6612,0.4843,0.6581
"502","Utah Jazz","Bojan Bogdanovic",14,"assists",1.7857,0.975,1,1.75,0,1,3,2,0.3917,-1.8994,0.2606,0.8107
"503","Denver Nuggets","Bol Bol",8,"assists",0.125,0.3536,0,0.125,0,0,1,1,1.8562,1.7031,0.125,-0.2286
"504","Golden State Warriors","Brad Wanamaker",13,"assists",2.9231,1.3205,3,2.9091,1.4826,1,5,4,0.1281,-1.2431,0.3662,1.6026
"505","Washington Wizards","Bradley Beal",10,"assists",5,2.1082,5,4.75,2.9652,3,9,6,0.5123,-1.218,0.6667,2.8918
"506","Memphis Grizzlies","Brandon Clarke",13,"assists",1.8462,1.4051,2,1.7273,1.4826,0,5,5,0.5818,-0.4437,0.3897,0.4411
"507","Atlanta Hawks","Brandon Goodwin",11,"assists",2.0909,1.446,2,2.1111,1.4826,0,4,4,-0.1416,-1.5512,0.436,0.6449
"508","New Orleans Pelicans","Brandon Ingram",13,"assists",5,2.7689,4,4.8182,2.9652,1,11,10,0.587,-0.6024,0.7679,2.2311
"509","Indiana Pacers","Brian Bowen II",1,"assists",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"510","Houston Rockets","Brodric Thomas",3,"assists",1.3333,1.5275,1,1.3333,1.4826,0,3,3,0.2078,-2.3333,0.8819,-0.1942
"511","Milwaukee Bucks","Brook Lopez",14,"assists",0.8571,1.4601,0,0.5833,0,0,5,5,1.7421,2.029,0.3902,-0.603
"512","Brooklyn Nets","Bruce Brown",11,"assists",1.0909,1.6404,0,0.7778,0,0,5,5,1.2285,0.2137,0.4946,-0.5495
"513","Houston Rockets","Bruno Caboclo",6,"assists",0.1667,0.4082,0,0.1667,0,0,1,1,1.3608,-0.0833,0.1667,-0.2415
"514","Atlanta Hawks","Bruno Fernando",8,"assists",0.75,1.165,0,0.75,0,0,3,3,0.8895,-0.9873,0.4119,-0.415
"515","Milwaukee Bucks","Bryn Forbes",14,"assists",0.3571,0.4972,0,0.3333,0,0,1,1,0.5336,-1.8312,0.1329,-0.1401
"516","Sacramento Kings","Buddy Hield",14,"assists",3.0714,1.7305,3,3.0833,2.2239,0,6,6,-0.0186,-1.0708,0.4625,1.3409
"517","Portland Trail Blazers","CJ Elleby",6,"assists",0.3333,0.5164,0,0.3333,0,0,1,1,0.5379,-1.9583,0.2108,-0.1831
"518","Portland Trail Blazers","CJ McCollum",13,"assists",5,2.9155,4,4.8182,1.4826,1,11,10,0.8567,-0.5406,0.8086,2.0845
"519","Charlotte Hornets","Caleb Martin",13,"assists",1.4615,1.45,2,1.3636,2.9652,0,4,4,0.4488,-1.1499,0.4022,0.0115000000000001
"520","Atlanta Hawks","Cam Reddish",11,"assists",1.0909,0.9439,1,1,1.4826,0,3,3,0.4932,-0.8354,0.2846,0.147
"521","Phoenix Suns","Cameron Johnson",12,"assists",1.5833,1.1645,1.5,1.5,0.7413,0,4,4,0.4493,-0.6757,0.3362,0.4188
"522","Phoenix Suns","Cameron Payne",10,"assists",4.3,2.6687,3.5,4,1.4826,1,10,9,0.8157,-0.4919,0.8439,1.6313
"523","Brooklyn Nets","Caris LeVert",12,"assists",6,2.5226,5.5,5.8,1.4826,3,11,8,0.6852,-0.7817,0.7282,3.4774
"524","Portland Trail Blazers","Carmelo Anthony",13,"assists",1.2308,1.0919,1,1.1818,1.4826,0,3,3,0.2916,-1.3856,0.3028,0.1389
"525","Boston Celtics","Carsen Edwards",4,"assists",0.5,1,0,0.5,0,0,2,2,0.75,-1.6875,0.5,-0.5
"526","Indiana Pacers","Cassius Stanley",6,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"527","Washington Wizards","Cassius Winston",1,"assists",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"528","Cleveland Cavaliers","Cedi Osman",13,"assists",3.6923,2.4625,3,3.7273,2.9652,0,7,7,0.1728,-1.6156,0.683,1.2298
"529","Chicago Bulls","Chandler Hutchison",4,"assists",1,2,0,1,0,0,4,4,0.75,-1.6875,1,-1
"530","Sacramento Kings","Chimezie Metu",5,"assists",0.8,1.3038,0,0.8,0,0,3,3,0.8229,-1.2937,0.5831,-0.5038
"531","Toronto Raptors","Chris Boucher",13,"assists",1.0769,0.7596,1,1.0909,1.4826,0,2,2,-0.1059,-1.3962,0.2107,0.3173
"532","Brooklyn Nets","Chris Chiozza",6,"assists",3,3.0984,2.5,3,3.7065,0,7,7,0.1681,-2.0668,1.2649,-0.0983999999999998
"533","Phoenix Suns","Chris Paul",12,"assists",8.5833,2.3533,8.5,8.6,2.9652,5,12,7,0.0768,-1.4479,0.6793,6.23
"534","Miami Heat","Chris Silva",6,"assists",1,1.5492,0.5,1,0.7413,0,4,4,1.0758,-0.5694,0.6325,-0.5492
"535","Houston Rockets","Christian Wood",11,"assists",1.3636,1.1201,1,1.3333,0,0,3,3,0.5037,-1.3521,0.3377,0.2435
"536","Orlando Magic","Chuma Okeke",5,"assists",1.6,0.5477,2,1.6,0,1,2,1,-0.2921,-2.2533,0.2449,1.0523
"537","Atlanta Hawks","Clint Capela",11,"assists",1.0909,1.7581,1,0.6667,1.4826,0,6,6,1.8831,2.6002,0.5301,-0.6672
"538","Chicago Bulls","Coby White",14,"assists",5.9286,2.7863,5,5.5833,2.2239,3,13,10,1.1578,0.5197,0.7447,3.1423
"539","Charlotte Hornets","Cody Martin",11,"assists",1.2727,1.4894,1,1.1111,1.4826,0,4,4,0.8978,-0.7561,0.4491,-0.2167
"540","Charlotte Hornets","Cody Zeller",1,"assists",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"541","Orlando Magic","Cole Anthony",14,"assists",3.2857,1.9779,3,3.0833,1.4826,1,8,7,0.85,-0.0048,0.5286,1.3078
"542","Cleveland Cavaliers","Collin Sexton",8,"assists",3.5,0.9258,3.5,3.5,0.7413,2,5,3,0,-1.2135,0.3273,2.5742
"543","Sacramento Kings","Cory Joseph",14,"assists",2.2143,1.6723,2,2.1667,2.2239,0,5,5,0.0533,-1.4661,0.447,0.542
"544","Chicago Bulls","Cristiano Felicio",1,"assists",2,NA,2,2,0,2,2,0,NA,NA,NA,NA
"545","Minnesota Timberwolves","D'Angelo Russell",12,"assists",5.5833,2.4293,5.5,5.3,2.2239,3,11,8,0.6918,-0.4891,0.7013,3.154
"546","Milwaukee Bucks","D.J. Augustin",13,"assists",2.6154,2.1031,2,2.5455,1.4826,0,6,6,0.4712,-1.493,0.5833,0.5123
"547","Milwaukee Bucks","D.J. Wilson",7,"assists",0.4286,0.5345,0,0.4286,0,0,1,1,0.2291,-2.2041,0.202,-0.1059
"548","Philadelphia 76ers","Dakota Mathias",8,"assists",1.625,1.9226,1,1.625,1.4826,0,5,5,0.6777,-1.3276,0.6797,-0.2976
"549","Phoenix Suns","Damian Jones",5,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"550","Portland Trail Blazers","Damian Lillard",14,"assists",6.7143,2.4939,6.5,6.4167,2.2239,4,13,9,0.9377,0.3217,0.6665,4.2204
"551","Golden State Warriors","Damion Lee",13,"assists",1.6923,1.3156,2,1.5455,1.4826,0,5,5,0.9307,0.5949,0.3649,0.3767
"552","Cleveland Cavaliers","Damyean Dotson",12,"assists",3,2.5584,2.5,2.8,2.2239,0,8,8,0.5374,-1.086,0.7385,0.4416
"553","Chicago Bulls","Daniel Gafford",12,"assists",0.5833,0.793,0,0.5,0,0,2,2,0.7544,-1.1122,0.2289,-0.2097
"554","LA Clippers","Daniel Oturu",7,"assists",0.5714,0.5345,1,0.5714,0,0,1,1,-0.2291,-2.2041,0.202,0.0369
"555","Boston Celtics","Daniel Theis",12,"assists",1.25,1.2154,1,1.2,1.4826,0,3,3,0.4003,-1.54,0.3509,0.0346
"556","Atlanta Hawks","Danilo Gallinari",2,"assists",1.5,2.1213,1.5,1.5,2.2239,0,3,3,0,-2.75,1.5,-0.6213
"557","Philadelphia 76ers","Danny Green",14,"assists",2.7857,1.8472,3,2.75,2.2239,0,6,6,0.0187,-1.1707,0.4937,0.9385
"558","Cleveland Cavaliers","Dante Exum",6,"assists",2.1667,2.4014,1.5,2.1667,2.2239,0,6,6,0.4881,-1.631,0.9804,-0.2347
"559","Houston Rockets","Danuel House Jr.",4,"assists",2.25,2.5,1,2.25,0,1,6,5,0.75,-1.6875,1.25,-0.25
"560","Phoenix Suns","Dario Saric",7,"assists",1,0.5774,1,1,0,0,2,2,0,-0.4286,0.2182,0.4226
"561","Oklahoma City Thunder","Darius Bazley",13,"assists",1.3846,1.0439,2,1.3636,0,0,3,3,-0.3265,-1.5402,0.2895,0.3407
"562","Cleveland Cavaliers","Darius Garland",6,"assists",6.3333,3.266,6,6.3333,1.4826,2,12,10,0.471,-0.9681,1.3333,3.0673
"563","Oklahoma City Thunder","Darius Miller",3,"assists",0.3333,0.5774,0,0.3333,0,0,1,1,0.3849,-2.3333,0.3333,-0.2441
"564","Houston Rockets","David Nwaba",11,"assists",0.8182,1.1677,1,0.5556,1.4826,0,4,4,1.6844,2.1207,0.3521,-0.3495
"565","Washington Wizards","Davis Bertans",11,"assists",1.3636,0.809,1,1.3333,0,0,3,3,0.4001,-0.6182,0.2439,0.5546
"566","Sacramento Kings","De'Aaron Fox",14,"assists",5.7857,3.2387,6,5.5833,3.7065,1,13,12,0.4811,-0.5332,0.8656,2.547
"567","Atlanta Hawks","De'Andre Hunter",13,"assists",1.9231,1.2558,1,1.7273,0,1,5,4,1.0633,0.0547,0.3483,0.6673
"568","Memphis Grizzlies","De'Anthony Melton",7,"assists",2.4286,1.6183,2,2.4286,1.4826,1,5,4,0.4127,-1.6993,0.6117,0.8103
"569","Brooklyn Nets","DeAndre Jordan",14,"assists",1.9286,1.5424,2,1.8333,1.4826,0,5,5,0.3432,-1.0428,0.4122,0.3862
"570","Toronto Raptors","DeAndre' Bembry",6,"assists",0.3333,0.5164,0,0.3333,0,0,1,1,0.5379,-1.9583,0.2108,-0.1831
"571","San Antonio Spurs","DeMar DeRozan",12,"assists",7.0833,2.2344,7,7,2.2239,4,11,7,0.1738,-1.2448,0.645,4.8489
"572","Houston Rockets","DeMarcus Cousins",9,"assists",1.8889,1.6915,2,1.8889,2.9652,0,4,4,0.0147,-1.8926,0.5638,0.1974
"573","Cleveland Cavaliers","Dean Wade",12,"assists",0.5833,1.0836,0,0.4,0,0,3,3,1.1797,-0.3887,0.3128,-0.5003
"574","Phoenix Suns","Deandre Ayton",12,"assists",1.9167,1.1645,2,1.9,1.4826,0,4,4,0.1444,-1.2195,0.3362,0.7522
"575","Detroit Pistons","Deividas Sirvydis",2,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"576","San Antonio Spurs","Dejounte Murray",14,"assists",5.6429,3.0027,5,5.5833,2.9652,1,11,10,0.2407,-1.1836,0.8025,2.6402
"577","Detroit Pistons","Delon Wright",13,"assists",4.0769,2.326,3,3.7273,1.4826,2,10,8,1.2715,0.6232,0.6451,1.7509
"578","Washington Wizards","Deni Avdija",11,"assists",2.1818,1.5374,2,2.1111,1.4826,0,5,5,0.3263,-1.2782,0.4635,0.6444
"579","Los Angeles Lakers","Dennis Schroder",15,"assists",4.6667,1.6762,4,4.6154,1.4826,2,8,6,0.324,-0.9974,0.4328,2.9905
"580","New York Knicks","Dennis Smith Jr.",3,"assists",1,1,1,1,1.4826,0,2,2,0,-2.3333,0.5774,0
"581","Chicago Bulls","Denzel Valentine",10,"assists",1.9,1.5951,1.5,1.75,2.2239,0,5,5,0.4405,-1.0727,0.5044,0.3049
"582","Utah Jazz","Derrick Favors",14,"assists",1,0.9608,1,0.9167,1.4826,0,3,3,0.4832,-0.9881,0.2568,0.0392
"583","Portland Trail Blazers","Derrick Jones Jr.",14,"assists",0.6429,0.8419,0.5,0.5,0.7413,0,3,3,1.3778,1.573,0.225,-0.199
"584","Detroit Pistons","Derrick Rose",10,"assists",5.1,2.1833,4.5,5.25,1.4826,1,8,7,-0.1718,-1.0477,0.6904,2.9167
"585","San Antonio Spurs","Derrick White",1,"assists",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"586","Memphis Grizzlies","Desmond Bane",13,"assists",1.0769,1.2558,1,0.9091,1.4826,0,4,4,0.8013,-0.4021,0.3483,-0.1789
"587","Phoenix Suns","Devin Booker",12,"assists",4.25,2.3789,3.5,4.3,2.2239,0,8,8,0.0255,-1.2215,0.6867,1.8711
"588","San Antonio Spurs","Devin Vassell",13,"assists",1.3077,1.3775,1,1.1818,1.4826,0,4,4,0.5475,-1.2041,0.382,-0.0697999999999999
"589","Chicago Bulls","Devon Dotson",1,"assists",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"590","Charlotte Hornets","Devonte' Graham",14,"assists",6.4286,2.5933,7,6.5833,2.9652,1,10,9,-0.4403,-0.7488,0.6931,3.8353
"591","Memphis Grizzlies","Dillon Brooks",13,"assists",3.0769,1.8467,3,3.0909,1.4826,0,6,6,0.1899,-1.1826,0.5122,1.2302
"592","Indiana Pacers","Domantas Sabonis",13,"assists",5.7692,2.1274,5,5.5455,1.4826,3,11,8,0.9488,0.2571,0.59,3.6418
"593","Utah Jazz","Donovan Mitchell",14,"assists",4.9286,1.6854,4.5,4.75,0.7413,3,9,6,0.9984,0.0361,0.4504,3.2432
"594","Milwaukee Bucks","Donte DiVincenzo",14,"assists",2.5,2.175,2,2.1667,1.4826,0,9,9,1.7285,2.9041,0.5813,0.325
"595","Dallas Mavericks","Dorian Finney-Smith",8,"assists",1,1.069,1,1,1.4826,0,3,3,0.6139,-1.0859,0.378,-0.069
"596","Indiana Pacers","Doug McDermott",13,"assists",1.1538,1.1435,1,1.0909,1.4826,0,3,3,0.3452,-1.487,0.3172,0.0103
"597","Golden State Warriors","Draymond Green",9,"assists",6.8889,2.5712,7,6.8889,2.9652,3,10,7,-0.1265,-1.6768,0.8571,4.3177
"598","San Antonio Spurs","Drew Eubanks",3,"assists",0.3333,0.5774,0,0.3333,0,0,1,1,0.3849,-2.3333,0.3333,-0.2441
"599","Miami Heat","Duncan Robinson",12,"assists",1.6667,1.1547,1.5,1.7,1.4826,0,3,3,-0.0481,-1.6458,0.3333,0.512
"600","Orlando Magic","Dwayne Bacon",14,"assists",0.8571,0.7703,1,0.75,0,0,3,3,1.148,1.7157,0.2059,0.0868
"601","Philadelphia 76ers","Dwight Howard",14,"assists",0.8571,1.0271,0.5,0.75,0.7413,0,3,3,0.6538,-1.0757,0.2745,-0.17
"602","Dallas Mavericks","Dwight Powell",9,"assists",1.2222,1.3017,1,1.2222,1.4826,0,4,4,0.8495,-0.4083,0.4339,-0.0795000000000001
"603","Cleveland Cavaliers","Dylan Windler",1,"assists",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"604","Phoenix Suns","E'Twaun Moore",2,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"605","Minnesota Timberwolves","Ed Davis",9,"assists",0.6667,1,0,0.6667,0,0,3,3,1.2593,0.4074,0.3333,-0.3333
"606","Indiana Pacers","Edmond Sumner",6,"assists",1,1.0954,1,1,1.4826,0,2,2,0,-2.3056,0.4472,-0.0953999999999999
"607","New York Knicks","Elfrid Payton",15,"assists",4.0667,2.2824,4,4.0769,1.4826,0,8,8,-0.0762,-0.93,0.5893,1.7843
"608","Utah Jazz","Elijah Hughes",6,"assists",0.5,0.5477,0.5,0.5,0.7413,0,1,1,0,-2.3056,0.2236,-0.0477
"609","Portland Trail Blazers","Enes Kanter",14,"assists",1,1.5191,0,0.75,0,0,5,5,1.3448,0.7824,0.406,-0.5191
"610","New Orleans Pelicans","Eric Bledsoe",12,"assists",3.6667,2.9336,2.5,3.4,2.9652,0,10,10,0.6374,-0.7427,0.8469,0.7331
"611","Houston Rockets","Eric Gordon",8,"assists",1.875,1.4577,1.5,1.875,0.7413,0,4,4,0.4275,-1.4803,0.5154,0.4173
"612","Golden State Warriors","Eric Paschall",12,"assists",1.3333,1.1547,1,1.2,0,0,4,4,1.0224,0.0417,0.3333,0.1786
"613","Orlando Magic","Evan Fournier",5,"assists",2,1.4142,2,2,0,0,4,4,0,-1.4,0.6325,0.5858
"614","Denver Nuggets","Facundo Campazzo",13,"assists",1.3846,1.3868,1,1.1818,1.4826,0,5,5,1.0855,0.8758,0.3846,-0.00219999999999998
"615","Detroit Pistons","Frank Jackson",3,"assists",1.6667,1.1547,1,1.6667,0,1,3,2,0.3849,-2.3333,0.6667,0.512
"616","Phoenix Suns","Frank Kaminsky",6,"assists",0.6667,1.0328,0,0.6667,0,0,2,2,0.5379,-1.9583,0.4216,-0.3661
"617","New York Knicks","Frank Ntilikina",4,"assists",0.75,1.5,0,0.75,0,0,3,3,0.75,-1.6875,0.75,-0.75
"618","Toronto Raptors","Fred VanVleet",13,"assists",6.3077,2.0569,6,6.2727,1.4826,3,10,7,-0.011,-0.8832,0.5705,4.2508
"619","Philadelphia 76ers","Furkan Korkmaz",3,"assists",1,1,1,1,1.4826,0,2,2,0,-2.3333,0.5774,0
"620","Miami Heat","Gabe Vincent",5,"assists",2.8,3.1145,2,2.8,1.4826,0,8,8,0.7436,-1.292,1.3928,-0.3145
"621","Chicago Bulls","Garrett Temple",13,"assists",1.9231,1.2558,2,1.9091,1.4826,0,4,4,0.131,-0.9161,0.3483,0.6673
"622","Washington Wizards","Garrison Mathews",5,"assists",1,1,1,1,1.4826,0,2,2,0,-2.2,0.4472,0
"623","Orlando Magic","Gary Clark",11,"assists",0.5455,0.6876,0,0.4444,0,0,2,2,0.6935,-0.8935,0.2073,-0.1421
"624","Denver Nuggets","Gary Harris",12,"assists",1.4167,1.0836,1.5,1.4,0.7413,0,3,3,-9e-04,-1.4766,0.3128,0.3331
"625","Portland Trail Blazers","Gary Trent Jr.",12,"assists",1.1667,1.1934,1,1,0,0,4,4,1.1821,0.3402,0.3445,-0.0266999999999999
"626","Oklahoma City Thunder","George Hill",12,"assists",3.3333,1.0731,3,3.3,1.4826,2,5,3,0.1948,-1.3939,0.3098,2.2602
"627","Utah Jazz","Georges Niang",14,"assists",0.4286,0.8516,0,0.25,0,0,3,3,1.94,3.0262,0.2276,-0.423
"628","Milwaukee Bucks","Giannis Antetokounmpo",13,"assists",5.3077,2.7804,4,5.2727,2.9652,1,10,9,0.3721,-1.0575,0.7712,2.5273
"629","Sacramento Kings","Glenn Robinson III",11,"assists",1,0.8944,1,1,1.4826,0,2,2,0,-1.8636,0.2697,0.1056
"630","Indiana Pacers","Goga Bitadze",1,"assists",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"631","Miami Heat","Goran Dragic",10,"assists",5.3,3.164,6,5.25,4.4478,1,10,9,0.0178,-1.6954,1.0006,2.136
"632","Charlotte Hornets","Gordon Hayward",13,"assists",3.6923,2.2504,3,3.6364,1.4826,1,7,6,0.4757,-1.4699,0.6241,1.4419
"633","Memphis Grizzlies","Gorgui Dieng",10,"assists",1.6,1.1738,1,1.5,0.7413,0,4,4,0.7123,-0.6678,0.3712,0.4262
"634","Boston Celtics","Grant Williams",10,"assists",0.7,1.2517,0,0.375,0,0,4,4,1.7318,1.8914,0.3958,-0.5517
"635","Memphis Grizzlies","Grayson Allen",12,"assists",2,1.4771,2,1.9,1.4826,0,5,5,0.4654,-0.6892,0.4264,0.5229
"636","Oklahoma City Thunder","Hamidou Diallo",13,"assists",1.6923,1.3156,2,1.6364,1.4826,0,4,4,0.1199,-1.3962,0.3649,0.3767
"637","Sacramento Kings","Harrison Barnes",14,"assists",3.2143,2.607,2.5,3.0833,2.2239,0,8,8,0.5565,-0.9307,0.6968,0.6073
"638","Portland Trail Blazers","Harry Giles III",10,"assists",0.6,0.8433,0,0.5,0,0,2,2,0.7204,-1.3167,0.2667,-0.2433
"639","Sacramento Kings","Hassan Whiteside",9,"assists",0.5556,0.7265,0,0.5556,0,0,2,2,0.7012,-1.0269,0.2422,-0.1709
"640","New York Knicks","Ignas Brazdeikis",4,"assists",0.25,0.5,0,0.25,0,0,1,1,0.75,-1.6875,0.25,-0.25
"641","New York Knicks","Immanuel Quickley",11,"assists",2.6364,2.0136,2,2.2222,1.4826,1,8,7,1.5897,1.7187,0.6071,0.6228
"642","Washington Wizards","Isaac Bonga",8,"assists",0.75,0.8864,0.5,0.75,0.7413,0,2,2,0.4038,-1.7535,0.3134,-0.1364
"643","Cleveland Cavaliers","Isaac Okoro",8,"assists",2.25,1.669,2,2.25,1.4826,0,5,5,0.3025,-1.431,0.5901,0.581
"644","Denver Nuggets","Isaiah Hartenstein",12,"assists",0.5833,0.9003,0,0.4,0,0,3,3,1.486,1.4439,0.2599,-0.317
"645","Philadelphia 76ers","Isaiah Joe",9,"assists",1.3333,1.4142,1,1.3333,1.4826,0,4,4,0.6547,-1.1111,0.4714,-0.0809
"646","Oklahoma City Thunder","Isaiah Roby",10,"assists",1.3,1.567,0.5,1.125,0.7413,0,4,4,0.4896,-1.6007,0.4955,-0.267
"647","Detroit Pistons","Isaiah Stewart",11,"assists",0.8182,0.7508,1,0.7778,1.4826,0,2,2,0.245,-1.369,0.2264,0.0674
"648","Washington Wizards","Ish Smith",11,"assists",4,2.5298,3,3.7778,2.9652,1,9,8,0.539,-0.9936,0.7628,1.4702
"649","LA Clippers","Ivica Zubac",14,"assists",1,1.1094,1,0.8333,1.4826,0,4,4,1.2555,1.1496,0.2965,-0.1094
"650","New Orleans Pelicans","JJ Redick",13,"assists",1.1538,1.1435,1,1.0909,1.4826,0,3,3,0.6538,-1.1133,0.3172,0.0103
"651","Memphis Grizzlies","Ja Morant",5,"assists",7,2.7386,7,7,2.9652,3,10,7,-0.2921,-1.7413,1.2247,4.2614
"652","Indiana Pacers","JaKarr Sampson",7,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"653","Denver Nuggets","JaMychal Green",10,"assists",1,0.9428,1,0.875,0.7413,0,3,3,0.7159,-0.4688,0.2981,0.0572
"654","Cleveland Cavaliers","JaVale McGee",13,"assists",1.3077,1.3775,1,1.1818,1.4826,0,4,4,0.5475,-1.2041,0.382,-0.0697999999999999
"655","Minnesota Timberwolves","Jaden McDaniels",6,"assists",0.6667,1.2111,0,0.6667,0,0,3,3,1.0843,-0.6412,0.4944,-0.5444
"656","Phoenix Suns","Jae Crowder",12,"assists",2.5,1.446,2,2.4,1.4826,1,5,4,0.3307,-1.5752,0.4174,1.054
"657","Houston Rockets","Jae'Sean Tate",12,"assists",2.1667,2.8231,1.5,1.6,0.7413,0,10,10,1.7338,2.1185,0.8149,-0.6564
"658","Detroit Pistons","Jahlil Okafor",8,"assists",0.25,0.4629,0,0.25,0,0,1,1,0.9451,-1.2135,0.1637,-0.2129
"659","Sacramento Kings","Jahmi'us Ramsey",4,"assists",0.25,0.5,0,0.25,0,0,1,1,0.75,-1.6875,0.25,-0.25
