"","nameTeam","namePlayer","pts","ast","treb","PRA"
"2274","Portland Trail Blazers","Carmelo Anthony",12,0,4,16
"2275","Portland Trail Blazers","Damian Lillard",24,9,5,38
"2276","Portland Trail Blazers","CJ McCollum",26,4,5,35
"2277","Portland Trail Blazers","Robert Covington",14,1,6,21
"2278","Portland Trail Blazers","Jusuf Nurkic",12,6,11,29
"2279","Portland Trail Blazers","Derrick Jones Jr.",5,1,3,9
"2280","Portland Trail Blazers","Harry Giles III",0,0,1,1
"2281","Portland Trail Blazers","Anfernee Simons",0,0,0,0
"2282","Portland Trail Blazers","Gary Trent Jr.",13,0,1,14
"2283","Chicago Bulls","Otto Porter Jr.",19,1,13,33
"2284","Portland Trail Blazers","Enes Kanter",2,2,10,14
"2285","Denver Nuggets","JaMychal Green",17,1,6,24
"2286","Denver Nuggets","R.J. Hampton",0,0,0,0
"2287","Minnesota Timberwolves","Ed Davis",4,0,6,10
"2288","Minnesota Timberwolves","Jarred Vanderbilt",11,2,5,18
"2289","Minnesota Timberwolves","Jarrett Culver",4,1,6,11
"2290","Denver Nuggets","Nikola Jokic",35,6,15,56
"2291","Minnesota Timberwolves","Malik Beasley",15,4,6,25
"2292","Minnesota Timberwolves","Jake Layman",7,1,1,9
"2293","Denver Nuggets","PJ Dozier",3,1,5,9
"2294","Denver Nuggets","Monte Morris",4,2,1,7
"2295","Minnesota Timberwolves","Naz Reid",2,0,0,2
"2296","Minnesota Timberwolves","Anthony Edwards",15,1,3,19
"2297","Denver Nuggets","Jamal Murray",13,3,1,17
"2298","Denver Nuggets","Will Barton",20,3,7,30
"2299","Denver Nuggets","Paul Millsap",10,1,3,14
"2300","Minnesota Timberwolves","Juancho Hernangomez",25,2,8,35
"2301","Denver Nuggets","Gary Harris",10,3,3,16
"2302","Denver Nuggets","Facundo Campazzo",11,2,1,14
"2303","Minnesota Timberwolves","D'Angelo Russell",33,11,3,47
"2304","Minnesota Timberwolves","Ricky Rubio",0,2,4,6
"2305","Los Angeles Lakers","Marc Gasol",3,2,4,9
"2306","Los Angeles Lakers","Markieff Morris",5,1,6,12
"2307","Los Angeles Lakers","Anthony Davis",26,4,10,40
"2308","Los Angeles Lakers","Dennis Schroder",12,6,2,20
"2309","Los Angeles Lakers","Talen Horton-Tucker",4,2,2,8
"2310","Memphis Grizzlies","Jonas Valanciunas",13,2,11,26
"2311","Memphis Grizzlies","Gorgui Dieng",13,1,4,18
"2312","Memphis Grizzlies","Tyus Jones",8,8,0,16
"2313","Memphis Grizzlies","Dillon Brooks",13,2,5,20
"2314","Memphis Grizzlies","Grayson Allen",3,2,3,8
"2315","Memphis Grizzlies","De'Anthony Melton",5,5,2,12
"2316","Memphis Grizzlies","Brandon Clarke",12,1,3,16
"2317","Memphis Grizzlies","Xavier Tillman",8,0,2,10
"2318","Memphis Grizzlies","Desmond Bane",7,1,3,11
"2319","Los Angeles Lakers","Montrezl Harrell",9,1,7,17
"2320","Los Angeles Lakers","Wesley Matthews",4,1,3,8
"2321","Memphis Grizzlies","Kyle Anderson",10,2,5,17
"2322","Los Angeles Lakers","Kyle Kuzma",5,0,6,11
"2323","Los Angeles Lakers","LeBron James",26,7,12,45
"2324","New York Knicks","Elfrid Payton",22,8,2,32
"2325","New York Knicks","Reggie Bullock",12,0,7,19
"2326","New York Knicks","Julius Randle",30,7,16,53
"2327","New York Knicks","Immanuel Quickley",0,2,0,2
"2328","Utah Jazz","Bojan Bogdanovic",6,1,4,11
"2329","Utah Jazz","Royce O'Neale",8,0,9,17
"2330","Utah Jazz","Donovan Mitchell",18,4,4,26
"2331","Utah Jazz","Mike Conley",9,6,4,19
"2332","Utah Jazz","Derrick Favors",4,1,3,8
"2333","New York Knicks","Austin Rivers",23,2,3,28
"2334","New York Knicks","Mitchell Robinson",9,2,14,25
"2335","Utah Jazz","Jordan Clarkson",19,2,3,24
"2336","Utah Jazz","Joe Ingles",16,3,2,21
"2337","Utah Jazz","Georges Niang",6,1,2,9
"2338","New York Knicks","Kevin Knox II",7,0,1,8
"2339","Utah Jazz","Rudy Gobert",14,2,11,27
"2340","New York Knicks","RJ Barrett",9,1,5,15
"2341","Philadelphia 76ers","Danny Green",15,5,3,23
"2342","Philadelphia 76ers","Seth Curry",28,3,5,36
"2343","Philadelphia 76ers","Joel Embiid",38,5,8,51
"2344","Philadelphia 76ers","Terrance Ferguson",0,0,0,0
"2345","Washington Wizards","Thomas Bryant",11,1,6,18
"2346","Washington Wizards","Jerome Robinson",0,0,0,0
"2347","Washington Wizards","Rui Hachimura",8,0,2,10
"2348","Washington Wizards","Deni Avdija",1,0,0,1
"2349","Washington Wizards","Anthony Gill",0,0,1,1
"2350","Philadelphia 76ers","Dwight Howard",1,0,4,5
"2351","Washington Wizards","Russell Westbrook",20,12,8,40
"2352","Washington Wizards","Raul Neto",5,2,0,7
"2353","Philadelphia 76ers","Ben Simmons",17,12,6,35
"2354","Philadelphia 76ers","Shake Milton",19,3,0,22
"2355","Philadelphia 76ers","Tobias Harris",19,3,7,29
"2356","Philadelphia 76ers","Matisse Thybulle",2,1,0,3
"2357","Philadelphia 76ers","Tyrese Maxey",2,1,2,5
"2358","Washington Wizards","Bradley Beal",60,5,7,72
"2359","Washington Wizards","Davis Bertans",17,1,4,22
"2360","Washington Wizards","Robin Lopez",5,1,2,8
"2361","Washington Wizards","Ish Smith",9,5,5,19
"2362","Houston Rockets","P.J. Tucker",10,0,6,16
"2363","Houston Rockets","Eric Gordon",20,1,1,22
"2364","Houston Rockets","James Harden",15,12,4,31
"2365","Houston Rockets","DeMarcus Cousins",9,1,14,24
"2366","Houston Rockets","David Nwaba",15,0,4,19
"2367","Houston Rockets","Sterling Brown",2,0,2,4
"2368","Indiana Pacers","Justin Holiday",20,0,5,25
"2369","Indiana Pacers","Victor Oladipo",18,2,9,29
"2370","Indiana Pacers","Doug McDermott",6,0,2,8
"2371","Indiana Pacers","Malcolm Brogdon",35,7,2,44
"2372","Indiana Pacers","Aaron Holiday",7,3,0,10
"2373","Houston Rockets","John Wall",28,3,6,37
"2374","Houston Rockets","Jae'Sean Tate",8,2,2,12
"2375","Indiana Pacers","T.J. McConnell",4,3,3,10
"2376","Indiana Pacers","Myles Turner",2,2,5,9
"2377","Indiana Pacers","Domantas Sabonis",22,4,12,38
"2378","Cleveland Cavaliers","JaVale McGee",6,3,5,14
"2379","Cleveland Cavaliers","Andre Drummond",19,1,15,35
"2380","Cleveland Cavaliers","Cedi Osman",4,7,5,16
"2381","Cleveland Cavaliers","Damyean Dotson",4,3,0,7
"2382","Cleveland Cavaliers","Isaac Okoro",10,2,0,12
"2383","Cleveland Cavaliers","Lamar Stevens",10,1,6,17
"2384","Orlando Magic","Nikola Vucevic",16,6,7,29
"2385","Orlando Magic","Terrence Ross",20,2,2,24
"2386","Orlando Magic","James Ennis III",6,1,2,9
"2387","Orlando Magic","Khem Birch",6,2,10,18
"2388","Orlando Magic","Aaron Gordon",15,3,8,26
"2389","Orlando Magic","Markelle Fultz",3,0,0,3
"2390","Orlando Magic","Dwayne Bacon",19,1,2,22
"2391","Orlando Magic","Mo Bamba",0,0,1,1
"2392","Orlando Magic","Jordan Bone",7,1,3,11
"2393","Orlando Magic","Cole Anthony",8,3,4,15
"2394","Orlando Magic","Karim Mane",2,0,0,2
"2395","Cleveland Cavaliers","Larry Nance Jr.",10,1,3,14
"2396","Cleveland Cavaliers","Collin Sexton",21,4,3,28
"2397","Orlando Magic","Gary Clark",3,1,4,8
"2398","Cleveland Cavaliers","Thon Maker",6,2,6,14
"2399","Cleveland Cavaliers","Dean Wade",2,0,0,2
"2400","Cleveland Cavaliers","Marques Bolden",2,0,2,4
"2401","Golden State Warriors","Draymond Green",4,6,6,16
"2402","Golden State Warriors","Kelly Oubre Jr.",8,0,5,13
"2403","Golden State Warriors","Kevon Looney",6,3,3,12
"2404","Golden State Warriors","Mychal Mulder",3,1,1,5
"2405","Golden State Warriors","James Wiseman",10,0,4,14
"2406","LA Clippers","Nicolas Batum",13,0,5,18
"2407","Golden State Warriors","Stephen Curry",13,5,4,22
"2408","LA Clippers","Kawhi Leonard",21,4,4,29
"2409","LA Clippers","Reggie Jackson",6,3,2,11
"2410","LA Clippers","Mfiondu Kabengele",0,0,0,0
"2411","LA Clippers","Paul George",21,2,12,35
"2412","LA Clippers","Marcus Morris Sr.",12,2,2,16
"2413","Golden State Warriors","Brad Wanamaker",5,3,2,10
"2414","Golden State Warriors","Andrew Wiggins",19,3,1,23
"2415","Golden State Warriors","Eric Paschall",19,1,3,23
"2416","LA Clippers","Terance Mann",0,0,0,0
"2417","LA Clippers","Luke Kennard",9,1,1,11
"2418","LA Clippers","Patrick Beverley",7,3,1,11
"2419","LA Clippers","Ivica Zubac",4,0,6,10
"2420","Golden State Warriors","Damion Lee",7,1,3,11
"2421","LA Clippers","Lou Williams",3,3,1,7
"2422","Golden State Warriors","Kent Bazemore",7,2,3,12
"2423","LA Clippers","Serge Ibaka",12,1,14,27
"2424","Chicago Bulls","Thaddeus Young",8,0,2,10
"2425","Chicago Bulls","Garrett Temple",11,4,2,17
"2426","Chicago Bulls","Otto Porter Jr.",3,3,6,12
"2427","Chicago Bulls","Zach LaVine",32,3,7,42
"2428","Chicago Bulls","Denzel Valentine",10,5,4,19
"2429","Chicago Bulls","Wendell Carter Jr.",11,4,17,32
"2430","Chicago Bulls","Coby White",36,7,3,46
"2431","Chicago Bulls","Daniel Gafford",4,0,0,4
"2432","Chicago Bulls","Patrick Williams",9,1,2,12
"2433","Sacramento Kings","Nemanja Bjelica",12,5,4,21
"2434","Sacramento Kings","Cory Joseph",7,3,2,12
"2435","Sacramento Kings","Harrison Barnes",20,5,0,25
"2436","Sacramento Kings","Glenn Robinson III",14,2,3,19
"2437","Sacramento Kings","Richaun Holmes",24,5,8,37
"2438","Sacramento Kings","Buddy Hield",10,3,3,16
"2439","Sacramento Kings","De'Aaron Fox",3,1,0,4
"2440","Sacramento Kings","Marvin Bagley III",21,0,12,33
"2441","Sacramento Kings","Tyrese Haliburton",17,6,7,30
"2442","Phoenix Suns","Chris Paul",12,8,4,24
"2443","Phoenix Suns","Jae Crowder",21,1,3,25
"2444","Phoenix Suns","Langston Galloway",0,0,1,1
"2445","Phoenix Suns","Deandre Ayton",11,1,16,28
"2446","Toronto Raptors","Aron Baynes",0,0,5,5
"2447","Toronto Raptors","Alex Len",1,0,1,2
"2448","Toronto Raptors","Pascal Siakam",32,3,9,44
"2449","Toronto Raptors","Fred VanVleet",13,7,4,24
"2450","Toronto Raptors","Malachi Flynn",0,0,0,0
"2451","Phoenix Suns","Cameron Payne",5,10,3,18
"2452","Toronto Raptors","Norman Powell",13,1,1,15
"2453","Toronto Raptors","OG Anunoby",20,0,8,28
"2454","Toronto Raptors","Chris Boucher",9,1,2,12
"2455","Phoenix Suns","Mikal Bridges",13,3,4,20
"2456","Phoenix Suns","Jevon Carter",6,0,1,7
"2457","Toronto Raptors","Yuta Watanabe",3,0,3,6
"2458","Phoenix Suns","Cameron Johnson",16,0,3,19
"2459","Toronto Raptors","Kyle Lowry",24,6,9,39
"2460","Phoenix Suns","Devin Booker",24,6,1,31
"2461","Toronto Raptors","DeAndre' Bembry",0,0,0,0
"2462","Phoenix Suns","Dario Saric",15,1,5,21
"2463","New Orleans Pelicans","JJ Redick",2,1,0,3
"2464","New Orleans Pelicans","Eric Bledsoe",13,3,3,19
"2465","New Orleans Pelicans","Steven Adams",10,10,11,31
"2466","New Orleans Pelicans","Brandon Ingram",24,4,11,39
"2467","New Orleans Pelicans","Lonzo Ball",15,4,4,23
"2468","New Orleans Pelicans","Josh Hart",0,1,10,11
"2469","New Orleans Pelicans","Zion Williamson",29,1,6,36
"2470","New Orleans Pelicans","Jaxson Hayes",4,0,2,6
"2471","New Orleans Pelicans","Nickeil Alexander-Walker",13,1,5,19
"2472","Oklahoma City Thunder","Al Horford",8,1,7,16
"2473","Oklahoma City Thunder","George Hill",13,4,3,20
"2474","Oklahoma City Thunder","Mike Muscala",18,1,3,22
"2475","Oklahoma City Thunder","Hamidou Diallo",9,3,1,13
"2476","Oklahoma City Thunder","Shai Gilgeous-Alexander",21,9,5,35
"2477","Oklahoma City Thunder","Kenrich Williams",2,2,2,6
"2478","Oklahoma City Thunder","Darius Bazley",20,3,12,35
"2479","Oklahoma City Thunder","Luguentz Dort",9,1,1,11
"2480","Oklahoma City Thunder","Isaiah Roby",5,0,2,7
"2481","Oklahoma City Thunder","Theo Maledon",6,4,2,12
"2482","Milwaukee Bucks","D.J. Augustin",8,6,4,18
"2483","Milwaukee Bucks","Brook Lopez",17,5,4,26
"2484","Milwaukee Bucks","Jrue Holiday",10,6,5,21
"2485","Milwaukee Bucks","Khris Middleton",23,7,5,35
"2486","Milwaukee Bucks","Thanasis Antetokounmpo",8,1,2,11
"2487","Milwaukee Bucks","Bryn Forbes",8,1,1,10
"2488","Milwaukee Bucks","Donte DiVincenzo",4,1,4,9
"2489","Milwaukee Bucks","Jordan Nwora",11,0,4,15
"2490","Detroit Pistons","Derrick Rose",10,1,1,12
"2491","Detroit Pistons","Blake Griffin",9,5,1,15
"2492","Detroit Pistons","Mason Plumlee",4,1,5,10
"2493","Detroit Pistons","Rodney McGruder",3,0,1,4
"2494","Detroit Pistons","Jahlil Okafor",6,0,3,9
"2495","Detroit Pistons","Svi Mykhailiuk",8,4,2,14
"2496","Detroit Pistons","Sekou Doumbouya",0,1,2,3
"2497","Detroit Pistons","Deividas Sirvydis",0,0,0,0
"2498","Detroit Pistons","Isaiah Stewart",5,0,7,12
"2499","Detroit Pistons","Saben Lee",4,1,1,6
"2500","Milwaukee Bucks","Bobby Portis",16,4,10,30
"2501","Milwaukee Bucks","Jaylen Adams",0,0,0,0
"2502","Detroit Pistons","Jerami Grant",31,1,10,42
"2503","Milwaukee Bucks","Giannis Antetokounmpo",25,4,8,37
"2504","Detroit Pistons","Wayne Ellington",12,0,3,15
"2505","Detroit Pistons","Delon Wright",3,3,1,7
"2506","Detroit Pistons","Saddiq Bey",20,3,10,33
"2507","Atlanta Hawks","Solomon Hill",2,2,2,6
"2508","Charlotte Hornets","Gordon Hayward",44,2,7,53
"2509","Atlanta Hawks","Bogdan Bogdanovic",2,3,2,7
"2510","Charlotte Hornets","Bismack Biyombo",2,1,8,11
"2511","Atlanta Hawks","Trae Young",7,3,5,15
"2512","Atlanta Hawks","Kevin Huerter",19,6,5,30
"2513","Atlanta Hawks","Nathan Knight",0,0,0,0
"2514","Charlotte Hornets","Cody Martin",2,0,2,4
"2515","Atlanta Hawks","Brandon Goodwin",9,2,3,14
"2516","Charlotte Hornets","Terry Rozier",14,1,3,18
"2517","Atlanta Hawks","Cam Reddish",8,2,4,14
"2518","Atlanta Hawks","De'Andre Hunter",17,5,6,28
"2519","Atlanta Hawks","Clint Capela",7,1,19,27
"2520","Charlotte Hornets","Miles Bridges",2,2,6,10
"2521","Charlotte Hornets","LaMelo Ball",13,5,8,26
"2522","Atlanta Hawks","John Collins",23,1,11,35
"2523","Charlotte Hornets","Caleb Martin",2,0,1,3
"2524","Charlotte Hornets","Devonte' Graham",14,7,4,25
"2525","Charlotte Hornets","P.J. Washington",9,4,10,23
"2526","Boston Celtics","Tristan Thompson",9,1,7,17
"2527","Boston Celtics","Marcus Smart",9,6,4,19
"2528","Boston Celtics","Jayson Tatum",27,4,5,36
"2529","Boston Celtics","Semi Ojeleye",5,0,4,9
"2530","Boston Celtics","Daniel Theis",13,1,5,19
"2531","Boston Celtics","Robert Williams III",8,0,4,12
"2532","Boston Celtics","Grant Williams",5,1,6,12
"2533","Boston Celtics","Payton Pritchard",6,4,6,16
"2534","Miami Heat","Goran Dragic",14,2,0,16
"2535","Miami Heat","Avery Bradley",0,4,2,6
"2536","Miami Heat","Jimmy Butler",26,3,8,37
"2537","Miami Heat","Kelly Olynyk",11,0,5,16
"2538","Miami Heat","Bam Adebayo",15,10,8,33
"2539","Miami Heat","Duncan Robinson",16,2,6,24
"2540","Miami Heat","Tyler Herro",8,1,7,16
"2541","Miami Heat","Precious Achiuwa",6,3,5,14
"2542","Boston Celtics","Jaylen Brown",21,5,12,38
"2543","Boston Celtics","Carsen Edwards",4,0,0,4
"2544","Miami Heat","Andre Iguodala",9,1,1,11
"2545","Dallas Mavericks","Boban Marjanovic",12,0,3,15
"2546","Dallas Mavericks","James Johnson",7,0,0,7
"2547","Dallas Mavericks","Tim Hardaway Jr.",11,4,3,18
"2548","Dallas Mavericks","Dwight Powell",7,0,0,7
"2549","Dallas Mavericks","Josh Richardson",14,1,1,16
"2550","Dallas Mavericks","Dorian Finney-Smith",14,2,8,24
"2551","Dallas Mavericks","Maxi Kleber",9,3,8,20
"2552","Dallas Mavericks","Jalen Brunson",7,3,2,12
"2553","Denver Nuggets","Will Barton",8,2,7,17
"2554","Denver Nuggets","JaMychal Green",10,0,9,19
"2555","Denver Nuggets","Gary Harris",15,1,4,20
"2556","Denver Nuggets","Nikola Jokic",38,4,11,53
"2557","Denver Nuggets","Jamal Murray",21,9,4,34
"2558","Denver Nuggets","Isaiah Hartenstein",0,1,1,2
"2559","Denver Nuggets","Monte Morris",11,3,3,17
"2560","Dallas Mavericks","Josh Green",0,0,1,1
"2561","Denver Nuggets","Paul Millsap",5,4,5,14
"2562","Dallas Mavericks","Willie Cauley-Stein",5,1,9,15
"2563","Dallas Mavericks","Luka Doncic",38,13,9,60
"2564","Denver Nuggets","PJ Dozier",9,1,3,13
"2565","Los Angeles Lakers","Alfonzo McKinnie",0,0,0,0
"2566","San Antonio Spurs","Rudy Gay",15,0,6,21
"2567","San Antonio Spurs","Dejounte Murray",18,2,8,28
"2568","Los Angeles Lakers","LeBron James",27,12,6,45
"2569","Los Angeles Lakers","Jared Dudley",0,0,0,0
"2570","Los Angeles Lakers","Wesley Matthews",3,0,1,4
"2571","Los Angeles Lakers","Markieff Morris",0,0,3,3
"2572","Los Angeles Lakers","Anthony Davis",23,3,10,36
"2573","Los Angeles Lakers","Dennis Schroder",6,2,4,12
"2574","Los Angeles Lakers","Montrezl Harrell",10,0,6,16
"2575","Los Angeles Lakers","Quinn Cook",5,0,0,5
"2576","Los Angeles Lakers","Alex Caruso",8,1,3,12
"2577","Los Angeles Lakers","Kyle Kuzma",13,0,10,23
"2578","Los Angeles Lakers","Talen Horton-Tucker",10,3,4,17
"2579","San Antonio Spurs","LaMarcus Aldridge",28,3,5,36
"2580","Los Angeles Lakers","Marc Gasol",4,0,1,5
"2581","San Antonio Spurs","DeMar DeRozan",19,8,4,31
"2582","San Antonio Spurs","Patty Mills",10,7,2,19
"2583","San Antonio Spurs","Trey Lyles",0,0,0,0
"2584","San Antonio Spurs","Jakob Poeltl",3,2,6,11
"2585","San Antonio Spurs","Keita Bates-Diop",0,0,0,0
"2586","San Antonio Spurs","Lonnie Walker IV",14,2,6,22
"2587","San Antonio Spurs","Keldon Johnson",5,2,2,9
"2588","San Antonio Spurs","Luka Samanic",0,0,0,0
"2589","San Antonio Spurs","Devin Vassell",6,2,1,9
"2590","San Antonio Spurs","Tre Jones",0,0,0,0
"2591","Minnesota Timberwolves","Ed Davis",0,0,1,1
"2592","Minnesota Timberwolves","D'Angelo Russell",26,3,3,32
"2593","Minnesota Timberwolves","Jake Layman",4,0,0,4
"2594","Minnesota Timberwolves","Juancho Hernangomez",12,0,6,18
"2595","Minnesota Timberwolves","Jarrett Culver",7,2,5,14
"2596","Minnesota Timberwolves","Jaylen Nowell",2,1,1,4
"2597","Portland Trail Blazers","Enes Kanter",10,1,7,18
"2598","Portland Trail Blazers","Damian Lillard",39,7,7,53
"2599","Portland Trail Blazers","CJ McCollum",20,4,3,27
"2600","Portland Trail Blazers","Robert Covington",3,3,4,10
"2601","Portland Trail Blazers","Jusuf Nurkic",17,2,7,26
"2602","Portland Trail Blazers","Derrick Jones Jr.",9,1,3,13
"2603","Portland Trail Blazers","Harry Giles III",3,0,2,5
"2604","Portland Trail Blazers","CJ Elleby",4,0,0,4
"2605","Portland Trail Blazers","Nassir Little",2,0,1,3
"2606","Portland Trail Blazers","Keljin Blevins",0,1,0,1
"2607","Portland Trail Blazers","Carmelo Anthony",9,3,3,15
"2608","Portland Trail Blazers","Rodney Hood",2,2,1,5
"2609","Portland Trail Blazers","Anfernee Simons",8,1,5,14
"2610","Portland Trail Blazers","Gary Trent Jr.",9,0,1,10
"2611","Minnesota Timberwolves","Jarred Vanderbilt",10,1,10,21
"2612","Minnesota Timberwolves","Anthony Edwards",26,1,4,31
"2613","Minnesota Timberwolves","Jaden McDaniels",3,3,4,10
"2614","Minnesota Timberwolves","Malik Beasley",12,2,4,18
"2615","Minnesota Timberwolves","Naz Reid",13,1,5,19
"2616","Minnesota Timberwolves","Ricky Rubio",2,10,5,17
"2617","Cleveland Cavaliers","Larry Nance Jr.",18,4,3,25
"2618","Cleveland Cavaliers","Dean Wade",6,2,1,9
"2619","Cleveland Cavaliers","Lamar Stevens",2,0,3,5
"2620","Memphis Grizzlies","Gorgui Dieng",7,3,4,14
"2621","Memphis Grizzlies","Xavier Tillman",2,2,1,5
"2622","Memphis Grizzlies","Desmond Bane",6,2,6,14
"2623","Cleveland Cavaliers","JaVale McGee",13,0,6,19
"2624","Memphis Grizzlies","Kyle Anderson",10,2,8,20
"2625","Memphis Grizzlies","Tyus Jones",9,6,4,19
"2626","Cleveland Cavaliers","Cedi Osman",16,7,5,28
"2627","Cleveland Cavaliers","Damyean Dotson",9,6,2,17
"2628","Memphis Grizzlies","Grayson Allen",6,0,2,8
"2629","Cleveland Cavaliers","Isaac Okoro",8,2,2,12
"2630","Cleveland Cavaliers","Thon Maker",0,0,0,0
"2631","Memphis Grizzlies","De'Anthony Melton",8,3,3,14
"2632","Cleveland Cavaliers","Andre Drummond",22,3,15,40
"2633","Memphis Grizzlies","Dillon Brooks",11,4,2,17
"2634","Memphis Grizzlies","Jonas Valanciunas",17,3,10,30
"2635","Memphis Grizzlies","Brandon Clarke",14,2,8,24
"2636","Brooklyn Nets","Jeff Green",14,1,1,16
"2637","Brooklyn Nets","Caris LeVert",22,10,7,39
"2638","Brooklyn Nets","Taurean Prince",13,1,1,15
"2639","Brooklyn Nets","Jarrett Allen",15,3,11,29
"2640","Brooklyn Nets","Bruce Brown",5,0,1,6
"2641","Brooklyn Nets","Rodions Kurucs",0,0,0,0
"2642","Philadelphia 76ers","Danny Green",9,1,5,15
"2643","Philadelphia 76ers","Joel Embiid",20,3,12,35
"2644","Philadelphia 76ers","Ben Simmons",11,2,4,17
"2645","Philadelphia 76ers","Shake Milton",24,7,1,32
"2646","Philadelphia 76ers","Dwight Howard",9,1,12,22
"2647","Brooklyn Nets","DeAndre Jordan",2,4,11,17
"2648","Brooklyn Nets","Joe Harris",28,4,6,38
"2649","Brooklyn Nets","Landry Shamet",6,0,3,9
"2650","Brooklyn Nets","Chris Chiozza",8,6,3,17
"2651","Philadelphia 76ers","Dakota Mathias",3,1,1,5
"2652","Philadelphia 76ers","Tyrese Maxey",16,2,3,21
"2653","Philadelphia 76ers","Isaiah Joe",0,0,0,0
"2654","Philadelphia 76ers","Matisse Thybulle",0,2,1,3
"2655","Philadelphia 76ers","Tobias Harris",17,4,8,29
"2656","Philadelphia 76ers","Vincent Poirier",0,0,0,0
"2657","Brooklyn Nets","Timothe Luwawu-Cabarrot",9,1,4,14
"2658","Phoenix Suns","Dario Saric",12,0,6,18
"2659","Phoenix Suns","Langston Galloway",17,0,2,19
"2660","Phoenix Suns","Cameron Payne",6,3,2,11
"2661","Phoenix Suns","Jevon Carter",0,3,3,6
"2662","Detroit Pistons","Derrick Rose",4,5,0,9
"2663","Detroit Pistons","Wayne Ellington",0,0,0,0
"2664","Detroit Pistons","Jahlil Okafor",4,0,2,6
"2665","Detroit Pistons","Frank Jackson",3,1,0,4
"2666","Detroit Pistons","Svi Mykhailiuk",6,1,0,7
"2667","Detroit Pistons","Sekou Doumbouya",3,0,1,4
"2668","Detroit Pistons","Isaiah Stewart",0,0,4,4
"2669","Phoenix Suns","Chris Paul",11,9,7,27
"2670","Detroit Pistons","Blake Griffin",16,5,12,33
"2671","Detroit Pistons","Mason Plumlee",12,3,6,21
"2672","Detroit Pistons","Delon Wright",16,6,5,27
"2673","Phoenix Suns","Devin Booker",23,3,0,26
"2674","Phoenix Suns","Mikal Bridges",6,1,8,15
"2675","Detroit Pistons","Josh Jackson",5,0,2,7
"2676","Detroit Pistons","Saddiq Bey",10,0,4,14
"2677","Phoenix Suns","Cameron Johnson",10,2,5,17
"2678","Phoenix Suns","Jae Crowder",6,1,4,11
"2679","Phoenix Suns","Deandre Ayton",14,2,13,29
"2680","Detroit Pistons","Jerami Grant",31,2,10,43
"2681","New York Knicks","Reggie Bullock",6,0,7,13
"2682","New York Knicks","Julius Randle",18,7,12,37
"2683","New York Knicks","Mitchell Robinson",6,1,5,12
"2684","Oklahoma City Thunder","George Hill",4,3,2,9
"2685","Oklahoma City Thunder","Mike Muscala",5,0,4,9
"2686","Oklahoma City Thunder","Shai Gilgeous-Alexander",25,7,10,42
"2687","Oklahoma City Thunder","Kenrich Williams",5,0,1,6
"2688","Oklahoma City Thunder","Luguentz Dort",5,1,8,14
"2689","Oklahoma City Thunder","Isaiah Roby",4,0,0,4
"2690","Oklahoma City Thunder","Al Horford",15,0,8,23
"2691","New York Knicks","Kevin Knox II",9,0,4,13
"2692","New York Knicks","Elfrid Payton",16,1,6,23
"2693","New York Knicks","Austin Rivers",12,6,5,23
"2694","New York Knicks","Nerlens Noel",0,0,1,1
"2695","Oklahoma City Thunder","Hamidou Diallo",23,2,11,36
"2696","Oklahoma City Thunder","Darius Bazley",4,0,7,11
"2697","Oklahoma City Thunder","Theo Maledon",4,3,5,12
"2698","New York Knicks","Immanuel Quickley",3,2,1,6
"2699","Oklahoma City Thunder","Aleksej Pokusevski",7,0,6,13
"2700","New York Knicks","RJ Barrett",19,2,8,29
"2701","Golden State Warriors","Draymond Green",4,3,3,10
"2702","Golden State Warriors","Kevon Looney",2,0,2,4
"2703","Golden State Warriors","Stephen Curry",38,11,2,51
"2704","Golden State Warriors","Brad Wanamaker",8,4,6,18
"2705","Golden State Warriors","Kent Bazemore",6,2,1,9
"2706","Golden State Warriors","Andrew Wiggins",16,1,6,23
"2707","Golden State Warriors","Kelly Oubre Jr.",6,0,5,11
"2708","Golden State Warriors","Damion Lee",8,2,1,11
"2709","Golden State Warriors","Mychal Mulder",6,1,0,7
"2710","Golden State Warriors","Eric Paschall",12,1,6,19
"2711","LA Clippers","Lou Williams",6,0,1,7
"2712","LA Clippers","Serge Ibaka",19,2,7,28
"2713","LA Clippers","Nicolas Batum",10,6,6,22
"2714","LA Clippers","Paul George",25,7,4,36
"2715","LA Clippers","Marcus Morris Sr.",2,1,2,5
"2716","LA Clippers","Kawhi Leonard",24,4,3,31
"2717","LA Clippers","Reggie Jackson",0,0,0,0
"2718","LA Clippers","Luke Kennard",8,1,4,13
"2719","LA Clippers","Amir Coffey",0,0,0,0
"2720","LA Clippers","Terance Mann",2,0,0,2
"2721","Golden State Warriors","James Wiseman",9,0,6,15
"2722","LA Clippers","Mfiondu Kabengele",0,0,0,0
"2723","LA Clippers","Daniel Oturu",0,0,0,0
"2724","LA Clippers","Patrick Beverley",7,1,6,14
"2725","LA Clippers","Ivica Zubac",2,1,4,7
"2726","Chicago Bulls","Coby White",14,5,3,22
"2727","Los Angeles Lakers","LeBron James",28,7,7,42
"2728","Los Angeles Lakers","Markieff Morris",11,0,6,17
"2729","Chicago Bulls","Thaddeus Young",15,5,7,27
"2730","Chicago Bulls","Garrett Temple",9,1,3,13
"2731","Chicago Bulls","Otto Porter Jr.",2,2,1,5
"2732","Chicago Bulls","Zach LaVine",38,6,5,49
