"","nameTeam","namePlayer","pts","ast","treb","PRA"
"2733","Chicago Bulls","Denzel Valentine",5,1,4,10
"2734","Chicago Bulls","Wendell Carter Jr.",23,3,7,33
"2735","Chicago Bulls","Daniel Gafford",0,2,2,4
"2736","Chicago Bulls","Adam Mokoka",3,1,1,5
"2737","Chicago Bulls","Patrick Williams",6,0,8,14
"2738","Los Angeles Lakers","Jared Dudley",0,0,1,1
"2739","Los Angeles Lakers","Marc Gasol",6,0,4,10
"2740","Los Angeles Lakers","Wesley Matthews",14,1,2,17
"2741","Los Angeles Lakers","Dennis Schroder",17,6,3,26
"2742","Los Angeles Lakers","Montrezl Harrell",17,0,14,31
"2743","Los Angeles Lakers","Alex Caruso",9,3,2,14
"2744","Los Angeles Lakers","Kyle Kuzma",6,1,1,8
"2745","Los Angeles Lakers","Talen Horton-Tucker",9,3,2,14
"2746","Sacramento Kings","Nemanja Bjelica",2,1,1,4
"2747","Sacramento Kings","Glenn Robinson III",9,1,2,12
"2748","Sacramento Kings","Marvin Bagley III",15,2,4,21
"2749","Sacramento Kings","Justin James",2,0,1,3
"2750","Sacramento Kings","Tyrese Haliburton",15,8,2,25
"2751","Toronto Raptors","Alex Len",0,0,0,0
"2752","Toronto Raptors","Norman Powell",22,0,2,24
"2753","Toronto Raptors","Fred VanVleet",34,7,3,44
"2754","Toronto Raptors","Chris Boucher",23,2,10,35
"2755","Toronto Raptors","Paul Watson",2,0,1,3
"2756","Toronto Raptors","Yuta Watanabe",3,0,7,10
"2757","Toronto Raptors","Matt Thomas",3,0,0,3
"2758","Toronto Raptors","Jalen Harris",0,0,0,0
"2759","Sacramento Kings","Cory Joseph",6,3,2,11
"2760","Sacramento Kings","Harrison Barnes",21,8,4,33
"2761","Sacramento Kings","Richaun Holmes",10,2,0,12
"2762","Toronto Raptors","Stanley Johnson",0,1,4,5
"2763","Sacramento Kings","Buddy Hield",15,6,5,26
"2764","Sacramento Kings","De'Aaron Fox",23,3,1,27
"2765","Toronto Raptors","OG Anunoby",8,2,2,12
"2766","Toronto Raptors","Terence Davis",18,3,1,22
"2767","Toronto Raptors","Malachi Flynn",12,2,5,19
"2768","Toronto Raptors","DeAndre' Bembry",2,1,0,3
"2769","Toronto Raptors","Pascal Siakam",17,12,9,38
"2770","Sacramento Kings","Robert Woodard II",2,0,1,3
"2771","Sacramento Kings","Jahmi'us Ramsey",0,1,3,4
"2772","Sacramento Kings","Kyle Guy",3,1,0,4
"2773","Milwaukee Bucks","Khris Middleton",31,4,10,45
"2774","Milwaukee Bucks","Giannis Antetokounmpo",35,4,8,47
"2775","Milwaukee Bucks","Donte DiVincenzo",11,3,5,19
"2776","Utah Jazz","Shaquille Harrison",0,0,0,0
"2777","Utah Jazz","Udoka Azubuike",2,0,0,2
"2778","Utah Jazz","Miye Oni",0,1,1,2
"2779","Utah Jazz","Elijah Hughes",0,1,0,1
"2780","Utah Jazz","Trent Forrest",0,0,0,0
"2781","Milwaukee Bucks","D.J. Augustin",0,1,0,1
"2782","Milwaukee Bucks","Brook Lopez",12,0,3,15
"2783","Milwaukee Bucks","Jrue Holiday",17,5,4,26
"2784","Utah Jazz","Derrick Favors",4,1,6,11
"2785","Utah Jazz","Jordan Clarkson",26,2,6,34
"2786","Utah Jazz","Georges Niang",3,0,2,5
"2787","Utah Jazz","Mike Conley",17,10,3,30
"2788","Utah Jazz","Bojan Bogdanovic",20,3,5,28
"2789","Utah Jazz","Rudy Gobert",9,0,14,23
"2790","Milwaukee Bucks","Thanasis Antetokounmpo",2,0,5,7
"2791","Milwaukee Bucks","Bobby Portis",2,0,8,10
"2792","Utah Jazz","Royce O'Neale",18,6,8,32
"2793","Milwaukee Bucks","Bryn Forbes",2,0,1,3
"2794","Utah Jazz","Donovan Mitchell",32,7,5,44
"2795","Milwaukee Bucks","Jordan Nwora",4,0,1,5
"2796","Milwaukee Bucks","Sam Merrill",2,1,0,3
"2797","Brooklyn Nets","Jeff Green",9,4,9,22
"2798","Brooklyn Nets","DeAndre Jordan",4,3,5,12
"2799","Brooklyn Nets","Caris LeVert",43,6,5,54
"2800","Brooklyn Nets","Taurean Prince",16,0,4,20
"2801","Brooklyn Nets","Timothe Luwawu-Cabarrot",3,1,3,7
"2802","Brooklyn Nets","Bruce Brown",2,0,6,8
"2803","Brooklyn Nets","Landry Shamet",8,4,2,14
"2804","Brooklyn Nets","Chris Chiozza",0,0,0,0
"2805","Memphis Grizzlies","Gorgui Dieng",0,1,4,5
"2806","Memphis Grizzlies","Kyle Anderson",7,6,4,17
"2807","Memphis Grizzlies","Tim Frazier",4,3,1,8
"2808","Memphis Grizzlies","Dillon Brooks",24,0,4,28
"2809","Memphis Grizzlies","Grayson Allen",10,0,4,14
"2810","Memphis Grizzlies","De'Anthony Melton",14,1,5,20
"2811","Memphis Grizzlies","Brandon Clarke",21,5,8,34
"2812","Memphis Grizzlies","Xavier Tillman",6,3,6,15
"2813","Memphis Grizzlies","Desmond Bane",10,0,2,12
"2814","Brooklyn Nets","Jarrett Allen",12,6,6,24
"2815","Brooklyn Nets","Joe Harris",13,2,2,17
"2816","Memphis Grizzlies","Jonas Valanciunas",8,0,4,12
"2817","Memphis Grizzlies","Tyus Jones",11,10,4,25
"2818","Houston Rockets","P.J. Tucker",15,5,4,24
"2819","Houston Rockets","James Harden",15,13,5,33
"2820","Houston Rockets","John Wall",14,4,3,21
"2821","Houston Rockets","Christian Wood",22,0,15,37
"2822","Houston Rockets","David Nwaba",6,0,2,8
"2823","Houston Rockets","Kenyon Martin Jr.",7,0,1,8
"2824","Orlando Magic","Terrence Ross",5,1,1,7
"2825","Orlando Magic","Khem Birch",11,2,5,18
"2826","Orlando Magic","Cole Anthony",15,3,2,20
"2827","Orlando Magic","Karim Mane",2,1,5,8
"2828","Houston Rockets","Eric Gordon",5,1,2,8
"2829","Houston Rockets","DeMarcus Cousins",6,4,5,15
"2830","Orlando Magic","James Ennis III",6,2,3,11
"2831","Orlando Magic","Dwayne Bacon",10,1,1,12
"2832","Houston Rockets","Sterling Brown",9,0,5,14
"2833","Orlando Magic","Mo Bamba",12,0,7,19
"2834","Orlando Magic","Gary Clark",0,0,4,4
"2835","Orlando Magic","Jordan Bone",7,4,2,13
"2836","Houston Rockets","Jae'Sean Tate",10,2,1,13
"2837","Orlando Magic","Nikola Vucevic",22,3,12,37
"2838","Houston Rockets","Mason Jones",2,2,1,5
"2839","Houston Rockets","Bruno Caboclo",6,1,2,9
"2840","Houston Rockets","Ben McLemore",15,2,3,20
"2841","New Orleans Pelicans","JJ Redick",17,1,1,19
"2842","New Orleans Pelicans","Steven Adams",13,2,7,22
"2843","New Orleans Pelicans","Brandon Ingram",17,8,8,33
"2844","New Orleans Pelicans","Lonzo Ball",5,3,2,10
"2845","New Orleans Pelicans","Josh Hart",19,2,8,29
"2846","New Orleans Pelicans","Zion Williamson",26,3,8,37
"2847","New Orleans Pelicans","Jaxson Hayes",0,1,0,1
"2848","New Orleans Pelicans","Nickeil Alexander-Walker",5,2,1,8
"2849","Charlotte Hornets","Gordon Hayward",26,3,7,36
"2850","Charlotte Hornets","Bismack Biyombo",11,0,6,17
"2851","Charlotte Hornets","Terry Rozier",15,5,4,24
"2852","New Orleans Pelicans","Eric Bledsoe",8,6,1,15
"2853","Charlotte Hornets","Devonte' Graham",17,8,6,31
"2854","Charlotte Hornets","Caleb Martin",4,0,3,7
"2855","Charlotte Hornets","Cody Martin",4,2,1,7
"2856","Charlotte Hornets","P.J. Washington",9,5,4,18
"2857","New Orleans Pelicans","Nicolo Melli",0,1,0,1
"2858","Charlotte Hornets","Miles Bridges",20,1,4,25
"2859","Charlotte Hornets","LaMelo Ball",12,9,10,31
"2860","Boston Celtics","Marcus Smart",13,5,5,23
"2861","Boston Celtics","Jaylen Brown",27,5,13,45
"2862","Boston Celtics","Jayson Tatum",32,2,5,39
"2863","Boston Celtics","Semi Ojeleye",8,1,5,14
"2864","Boston Celtics","Daniel Theis",10,3,6,19
"2865","Boston Celtics","Payton Pritchard",11,2,2,15
"2866","Washington Wizards","Russell Westbrook",12,8,4,24
"2867","Washington Wizards","Ish Smith",8,1,3,12
"2868","Washington Wizards","Davis Bertans",13,1,4,18
"2869","Washington Wizards","Bradley Beal",41,3,3,47
"2870","Washington Wizards","Raul Neto",2,1,0,3
"2871","Washington Wizards","Rui Hachimura",17,3,5,25
"2872","Washington Wizards","Isaac Bonga",0,1,1,2
"2873","Washington Wizards","Deni Avdija",0,1,2,3
"2874","Washington Wizards","Thomas Bryant",7,2,8,17
"2875","Boston Celtics","Jeff Teague",4,2,3,9
"2876","Washington Wizards","Moritz Wagner",1,1,3,5
"2877","Boston Celtics","Javonte Green",7,1,3,11
"2878","Washington Wizards","Garrison Mathews",4,0,2,6
"2879","Boston Celtics","Tacko Fall",4,0,7,11
"2880","Washington Wizards","Robin Lopez",2,0,3,5
"2881","Denver Nuggets","Will Barton",14,3,3,20
"2882","Denver Nuggets","JaMychal Green",12,1,6,19
"2883","Denver Nuggets","Nikola Jokic",15,12,9,36
"2884","Denver Nuggets","Isaiah Hartenstein",6,0,5,11
"2885","Denver Nuggets","PJ Dozier",5,1,8,14
"2886","Denver Nuggets","Monte Morris",12,4,2,18
"2887","Denver Nuggets","Bol Bol",0,0,0,0
"2888","Denver Nuggets","R.J. Hampton",2,0,0,2
"2889","Denver Nuggets","Zeke Nnaji",2,0,1,3
"2890","Denver Nuggets","Facundo Campazzo",3,2,2,7
"2891","Philadelphia 76ers","Dwight Howard",11,2,11,24
"2892","Philadelphia 76ers","Danny Green",11,5,3,19
"2893","Philadelphia 76ers","Tony Bradley",11,1,15,27
"2894","Philadelphia 76ers","Dakota Mathias",12,5,1,18
"2895","Philadelphia 76ers","Tyrese Maxey",39,6,7,52
"2896","Philadelphia 76ers","Paul Reed",6,2,7,15
"2897","Philadelphia 76ers","Isaiah Joe",13,2,4,19
"2898","Denver Nuggets","Jamal Murray",14,4,1,19
"2899","Denver Nuggets","Vlatko Cancar",0,0,0,0
"2900","Denver Nuggets","Markus Howard",0,0,0,0
"2901","Denver Nuggets","Paul Millsap",9,0,5,14
"2902","Denver Nuggets","Gary Harris",21,1,3,25
"2903","Atlanta Hawks","Clint Capela",7,1,13,21
"2904","Atlanta Hawks","Solomon Hill",9,3,3,15
"2905","Atlanta Hawks","Bogdan Bogdanovic",5,0,1,6
"2906","Charlotte Hornets","Terry Rozier",23,2,4,29
"2907","Charlotte Hornets","Cody Martin",3,0,0,3
"2908","Charlotte Hornets","P.J. Washington",22,1,7,30
"2909","Charlotte Hornets","LaMelo Ball",22,11,12,45
"2910","Atlanta Hawks","John Collins",12,0,10,22
"2911","Atlanta Hawks","Trae Young",15,10,2,27
"2912","Charlotte Hornets","Bismack Biyombo",4,0,7,11
"2913","Atlanta Hawks","Kevin Huerter",11,6,4,21
"2914","Charlotte Hornets","Caleb Martin",15,2,2,19
"2915","Atlanta Hawks","Brandon Goodwin",5,3,0,8
"2916","Atlanta Hawks","Cam Reddish",21,1,5,27
"2917","Atlanta Hawks","Nathan Knight",0,0,1,1
"2918","Charlotte Hornets","Miles Bridges",2,1,3,6
"2919","Atlanta Hawks","De'Andre Hunter",20,1,8,29
"2920","Charlotte Hornets","Gordon Hayward",13,3,1,17
"2921","Charlotte Hornets","Devonte' Graham",9,7,5,21
"2922","Cleveland Cavaliers","Cedi Osman",9,2,5,16
"2923","Cleveland Cavaliers","Dean Wade",7,0,3,10
"2924","Cleveland Cavaliers","Lamar Stevens",0,0,1,1
"2925","Milwaukee Bucks","Thanasis Antetokounmpo",0,2,2,4
"2926","Milwaukee Bucks","Bobby Portis",17,3,11,31
"2927","Milwaukee Bucks","Donte DiVincenzo",11,4,4,19
"2928","Milwaukee Bucks","D.J. Augustin",5,5,2,12
"2929","Milwaukee Bucks","Brook Lopez",7,0,8,15
"2930","Cleveland Cavaliers","JaVale McGee",4,0,5,9
"2931","Cleveland Cavaliers","Andre Drummond",26,3,24,53
"2932","Milwaukee Bucks","Pat Connaughton",6,0,4,10
"2933","Cleveland Cavaliers","Thon Maker",2,0,2,4
"2934","Milwaukee Bucks","Bryn Forbes",0,0,0,0
"2935","Milwaukee Bucks","D.J. Wilson",12,1,3,16
"2936","Cleveland Cavaliers","Damyean Dotson",21,8,2,31
"2937","Milwaukee Bucks","Jrue Holiday",15,4,6,25
"2938","Cleveland Cavaliers","Isaac Okoro",4,1,2,7
"2939","Milwaukee Bucks","Khris Middleton",27,6,5,38
"2940","Cleveland Cavaliers","Larry Nance Jr.",17,2,3,22
"2941","Portland Trail Blazers","Damian Lillard",17,6,4,27
"2942","Portland Trail Blazers","Robert Covington",6,4,8,18
"2943","Portland Trail Blazers","Jusuf Nurkic",10,5,8,23
"2944","Portland Trail Blazers","Derrick Jones Jr.",9,0,2,11
"2945","Portland Trail Blazers","Harry Giles III",0,2,2,4
"2946","Portland Trail Blazers","Anfernee Simons",6,1,0,7
"2947","Portland Trail Blazers","CJ Elleby",3,0,0,3
"2948","Portland Trail Blazers","Nassir Little",3,0,2,5
"2949","Sacramento Kings","Nemanja Bjelica",4,1,3,8
"2950","Sacramento Kings","Cory Joseph",8,1,1,10
"2951","Sacramento Kings","Glenn Robinson III",11,1,4,16
"2952","Sacramento Kings","Marvin Bagley III",15,0,8,23
"2953","Sacramento Kings","Chimezie Metu",6,1,3,10
"2954","Sacramento Kings","Justin James",1,2,4,7
"2955","Sacramento Kings","Jahmi'us Ramsey",0,0,0,0
"2956","Sacramento Kings","Robert Woodard II",3,0,0,3
"2957","Portland Trail Blazers","Carmelo Anthony",13,0,2,15
"2958","Sacramento Kings","Hassan Whiteside",11,2,8,21
"2959","Portland Trail Blazers","Enes Kanter",11,0,15,26
"2960","Sacramento Kings","Harrison Barnes",10,2,7,19
"2961","Portland Trail Blazers","CJ McCollum",37,3,3,43
"2962","Portland Trail Blazers","Rodney Hood",0,4,2,6
"2963","Sacramento Kings","Buddy Hield",8,1,5,14
"2964","Sacramento Kings","De'Aaron Fox",10,2,2,14
"2965","Portland Trail Blazers","Gary Trent Jr.",10,1,2,13
"2966","Sacramento Kings","Tyrese Haliburton",12,8,2,22
"2967","Dallas Mavericks","Tim Hardaway Jr.",36,2,5,43
"2968","Dallas Mavericks","Trey Burke",29,4,0,33
"2969","Dallas Mavericks","Dwight Powell",4,2,5,11
"2970","Dallas Mavericks","Boban Marjanovic",0,0,1,1
"2971","Dallas Mavericks","Wes Iwundu",0,1,6,7
"2972","Dallas Mavericks","Maxi Kleber",5,1,3,9
"2973","Orlando Magic","Nikola Vucevic",30,2,15,47
"2974","Orlando Magic","Terrence Ross",11,3,4,18
"2975","Orlando Magic","James Ennis III",4,1,2,7
"2976","Orlando Magic","Khem Birch",12,0,8,20
"2977","Orlando Magic","Aaron Gordon",16,5,4,25
"2978","Orlando Magic","Dwayne Bacon",9,1,3,13
"2979","Orlando Magic","Gary Clark",6,0,4,10
"2980","Orlando Magic","Jordan Bone",2,2,1,5
"2981","Orlando Magic","Cole Anthony",8,3,2,13
"2982","Dallas Mavericks","James Johnson",12,3,4,19
"2983","Dallas Mavericks","Josh Green",0,0,3,3
"2984","Dallas Mavericks","Luka Doncic",20,10,10,40
"2985","Dallas Mavericks","Willie Cauley-Stein",6,2,7,15
"2986","Minnesota Timberwolves","Jake Layman",0,0,0,0
"2987","Minnesota Timberwolves","Juancho Hernangomez",5,0,7,12
"2988","Minnesota Timberwolves","Jarred Vanderbilt",2,1,2,5
"2989","Minnesota Timberwolves","Jarrett Culver",10,3,8,21
"2990","Minnesota Timberwolves","Naz Reid",16,1,7,24
"2991","San Antonio Spurs","Rudy Gay",9,3,4,16
"2992","San Antonio Spurs","Jakob Poeltl",1,1,7,9
"2993","San Antonio Spurs","Lonnie Walker IV",7,0,2,9
"2994","San Antonio Spurs","Devin Vassell",0,3,4,7
"2995","San Antonio Spurs","LaMarcus Aldridge",10,1,3,14
"2996","San Antonio Spurs","DeMar DeRozan",38,5,5,48
"2997","San Antonio Spurs","Patty Mills",21,1,0,22
"2998","Minnesota Timberwolves","D'Angelo Russell",16,6,3,25
"2999","Minnesota Timberwolves","Karl-Anthony Towns",25,4,13,42
"3000","Minnesota Timberwolves","Malik Beasley",29,2,4,35
"3001","San Antonio Spurs","Dejounte Murray",22,4,14,40
"3002","Minnesota Timberwolves","Anthony Edwards",13,4,4,21
"3003","San Antonio Spurs","Keldon Johnson",17,4,9,30
"3004","Minnesota Timberwolves","Ricky Rubio",6,8,5,19
"3005","Miami Heat","Meyers Leonard",1,1,4,6
"3006","Miami Heat","KZ Okpala",0,1,2,3
"3007","Washington Wizards","Robin Lopez",13,0,1,14
"3008","Washington Wizards","Raul Neto",6,3,3,12
"3009","Washington Wizards","Thomas Bryant",0,0,0,0
"3010","Washington Wizards","Jerome Robinson",12,2,4,18
"3011","Washington Wizards","Isaac Bonga",0,0,0,0
"3012","Washington Wizards","Davis Bertans",5,3,3,11
"3013","Miami Heat","Goran Dragic",21,5,2,28
"3014","Miami Heat","Avery Bradley",5,1,3,9
"3015","Miami Heat","Andre Iguodala",3,2,2,7
"3016","Washington Wizards","Moritz Wagner",13,1,7,21
"3017","Washington Wizards","Ish Smith",9,7,3,19
"3018","Miami Heat","Kelly Olynyk",18,5,6,29
"3019","Miami Heat","Bam Adebayo",9,4,16,29
"3020","Miami Heat","Duncan Robinson",7,2,5,14
"3021","Miami Heat","Precious Achiuwa",7,0,2,9
"3022","Washington Wizards","Troy Brown Jr.",7,1,6,14
"3023","Washington Wizards","Rui Hachimura",17,2,5,24
"3024","Miami Heat","Tyler Herro",31,2,9,42
"3025","Washington Wizards","Garrison Mathews",22,1,2,25
"3026","Washington Wizards","Deni Avdija",20,5,5,30
"3027","Miami Heat","Jimmy Butler",26,9,10,45
"3028","Indiana Pacers","Justin Holiday",17,0,5,22
"3029","Indiana Pacers","Victor Oladipo",16,4,6,26
"3030","Indiana Pacers","Doug McDermott",12,2,1,15
"3031","Indiana Pacers","JaKarr Sampson",0,0,0,0
"3032","Indiana Pacers","Myles Turner",15,3,10,28
"3033","Indiana Pacers","Domantas Sabonis",28,4,22,54
"3034","Indiana Pacers","Malcolm Brogdon",22,9,6,37
"3035","Indiana Pacers","Edmond Sumner",4,0,0,4
"3036","Indiana Pacers","Aaron Holiday",3,1,1,5
"3037","Indiana Pacers","Cassius Stanley",0,0,1,1
"3038","Phoenix Suns","Chris Paul",15,10,2,27
"3039","Phoenix Suns","Jae Crowder",10,4,8,22
"3040","Phoenix Suns","Dario Saric",4,2,2,8
"3041","Phoenix Suns","Langston Galloway",3,0,1,4
"3042","Phoenix Suns","Devin Booker",25,7,3,35
"3043","Phoenix Suns","Mikal Bridges",34,2,3,39
"3044","Phoenix Suns","Jevon Carter",10,1,3,14
"3045","Phoenix Suns","Deandre Ayton",8,3,14,25
"3046","Phoenix Suns","Cameron Johnson",16,4,4,24
"3047","Golden State Warriors","Stephen Curry",11,6,9,26
"3048","Golden State Warriors","Draymond Green",10,10,9,29
"3049","Golden State Warriors","Kelly Oubre Jr.",12,3,6,21
"3050","Golden State Warriors","Kevon Looney",2,0,3,5
"3051","Golden State Warriors","Mychal Mulder",0,0,3,3
"3052","Golden State Warriors","James Wiseman",10,0,7,17
"3053","Toronto Raptors","Norman Powell",9,0,3,12
"3054","Toronto Raptors","Fred VanVleet",21,5,5,31
"3055","Toronto Raptors","OG Anunoby",10,1,6,17
"3056","Toronto Raptors","Yuta Watanabe",2,1,2,5
"3057","Toronto Raptors","Malachi Flynn",0,3,1,4
"3058","Toronto Raptors","Kyle Lowry",17,6,9,32
"3059","Golden State Warriors","Brad Wanamaker",7,2,3,12
"3060","Golden State Warriors","Kent Bazemore",9,3,5,17
"3061","Golden State Warriors","Andrew Wiggins",17,4,2,23
"3062","Toronto Raptors","Stanley Johnson",3,1,3,7
"3063","Toronto Raptors","Pascal Siakam",25,3,11,39
"3064","Golden State Warriors","Damion Lee",13,1,2,16
"3065","Toronto Raptors","Chris Boucher",15,0,6,21
"3066","Toronto Raptors","Terence Davis",3,0,2,5
"3067","Golden State Warriors","Eric Paschall",15,1,2,18
"3068","Minnesota Timberwolves","Ricky Rubio",8,6,2,16
"3069","Minnesota Timberwolves","Ed Davis",6,0,6,12
"3070","Minnesota Timberwolves","D'Angelo Russell",27,5,5,37
"3071","Minnesota Timberwolves","Malik Beasley",24,0,3,27
"3072","Minnesota Timberwolves","Juancho Hernangomez",7,2,8,17
"3073","Minnesota Timberwolves","Josh Okogie",6,0,4,10
"3074","Minnesota Timberwolves","Jarred Vanderbilt",5,0,8,13
"3075","Minnesota Timberwolves","Jarrett Culver",2,4,3,9
"3076","Minnesota Timberwolves","Naz Reid",11,1,7,19
"3077","Minnesota Timberwolves","Anthony Edwards",0,1,6,7
"3078","San Antonio Spurs","LaMarcus Aldridge",20,4,9,33
"3079","San Antonio Spurs","Rudy Gay",4,1,7,12
"3080","San Antonio Spurs","Patty Mills",18,4,2,24
"3081","San Antonio Spurs","Trey Lyles",5,2,10,17
"3082","San Antonio Spurs","Dejounte Murray",11,5,4,20
"3083","San Antonio Spurs","Jakob Poeltl",2,0,1,3
"3084","San Antonio Spurs","Lonnie Walker IV",25,4,3,32
"3085","San Antonio Spurs","Keldon Johnson",3,1,7,11
"3086","San Antonio Spurs","Devin Vassell",0,0,2,2
"3087","Houston Rockets","P.J. Tucker",4,0,1,5
"3088","Houston Rockets","James Harden",20,9,6,35
"3089","Houston Rockets","DeMarcus Cousins",6,0,4,10
"3090","Houston Rockets","David Nwaba",6,1,1,8
"3091","Houston Rockets","Sterling Brown",5,2,3,10
"3092","Los Angeles Lakers","LeBron James",18,7,7,32
"3093","Los Angeles Lakers","Marc Gasol",6,2,7,15
"3094","Los Angeles Lakers","Kentavious Caldwell-Pope",7,3,4,14
"3095","Los Angeles Lakers","Quinn Cook",3,0,0,3
"3096","Los Angeles Lakers","Alfonzo McKinnie",2,0,2,4
"3097","Los Angeles Lakers","Talen Horton-Tucker",17,3,5,25
"3098","Houston Rockets","Bruno Caboclo",2,0,1,3
"3099","Houston Rockets","Mason Jones",3,0,3,6
"3100","Houston Rockets","Eric Gordon",4,1,2,7
"3101","Houston Rockets","John Wall",14,5,10,29
"3102","Los Angeles Lakers","Anthony Davis",27,1,4,32
"3103","Houston Rockets","Ben McLemore",6,1,1,8
"3104","Los Angeles Lakers","Dennis Schroder",8,7,5,20
"3105","Los Angeles Lakers","Montrezl Harrell",16,0,8,24
"3106","Houston Rockets","Christian Wood",23,1,3,27
"3107","Los Angeles Lakers","Alex Caruso",3,4,4,11
"3108","Los Angeles Lakers","Kyle Kuzma",13,1,2,16
"3109","Houston Rockets","Jae'Sean Tate",9,1,6,16
"3110","Houston Rockets","Kenyon Martin Jr.",0,1,2,3
"3111","Los Angeles Lakers","Markieff Morris",0,0,1,1
"3112","Denver Nuggets","Paul Millsap",10,0,5,15
"3113","Denver Nuggets","Will Barton",5,4,2,11
"3114","Denver Nuggets","JaMychal Green",10,1,8,19
"3115","Denver Nuggets","Gary Harris",14,1,3,18
"3116","Denver Nuggets","Nikola Jokic",22,5,10,37
"3117","Denver Nuggets","Jamal Murray",9,3,0,12
"3118","Denver Nuggets","Isaiah Hartenstein",8,1,2,11
"3119","Denver Nuggets","PJ Dozier",12,2,5,19
"3120","Denver Nuggets","Monte Morris",12,3,3,18
"3121","Denver Nuggets","Vlatko Cancar",0,0,1,1
"3122","Denver Nuggets","Bol Bol",3,0,1,4
"3123","Denver Nuggets","R.J. Hampton",2,0,0,2
"3124","Denver Nuggets","Zeke Nnaji",0,0,1,1
"3125","Denver Nuggets","Markus Howard",2,1,0,3
"3126","Denver Nuggets","Facundo Campazzo",5,2,2,9
"3127","New York Knicks","Austin Rivers",6,1,0,7
"3128","New York Knicks","Nerlens Noel",1,1,4,6
"3129","New York Knicks","Reggie Bullock",7,1,3,11
"3130","New York Knicks","Elfrid Payton",12,5,3,20
"3131","New York Knicks","Julius Randle",29,5,10,44
"3132","New York Knicks","Dennis Smith Jr.",4,1,0,5
"3133","New York Knicks","Kevin Knox II",6,0,1,7
"3134","New York Knicks","Mitchell Robinson",11,0,5,16
"3135","New York Knicks","Theo Pinson",0,0,0,0
"3136","New York Knicks","RJ Barrett",9,4,9,22
"3137","New York Knicks","Ignas Brazdeikis",0,0,0,0
"3138","New York Knicks","Immanuel Quickley",4,1,1,6
"3139","Brooklyn Nets","Kevin Durant",36,4,11,51
"3140","Brooklyn Nets","Jeff Green",4,1,4,9
"3141","Brooklyn Nets","DeAndre Jordan",4,0,1,5
"3142","Brooklyn Nets","Joe Harris",10,3,5,18
"3143","Brooklyn Nets","Caris LeVert",21,6,4,31
"3144","Brooklyn Nets","Taurean Prince",11,2,5,18
"3145","Brooklyn Nets","Timothe Luwawu-Cabarrot",12,4,1,17
"3146","Brooklyn Nets","Jarrett Allen",15,1,10,26
"3147","Brooklyn Nets","Bruce Brown",0,0,1,1
"3148","Brooklyn Nets","Landry Shamet",3,0,1,4
"3149","Brooklyn Nets","Rodions Kurucs",0,2,0,2
